Player,Age,Team,Pos,MIN,MPG,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Ziaire Williams,22.1,MEM,Wing,994,19.9,14,47.9%,53,29%,42,14%,73,9%,54,23%,67,20%,43,28%,55,48%
Vince Williams Jr.,23.2,MEM,Wing,1404,28.1,65,55.4%,61,31%,55,17%,27,3%,43,20%,60,18%,56,31%,57,50%
Zion Williamson,23.3,NOP,Big,2200,31.4,49,57.2%,79,69%,79,29%,21,1%,64,30%,20,0%,29,1%,23,1%
Jalen Wilson,23.0,BKN,Wing,564,13.8,24,49.6%,69,35%,74,22%,36,3%,58,25%,53,17%,28,22%,33,39%
James Wiseman,22.6,DET,Big,1032,16.4,70,59.8%,65,61%,88,33%,70,5%,85,39%,0,0%,21,0%,15,0%
Christian Wood,28.1,LAL,Big,813,16.6,24,53.1%,35,37%,46,19%,66,5%,47,24%,67,10%,81,29%,76,39%
Delon Wright,31.5,WAS,Combo,435,13.2,20,47.3%,78,32%,88,33%,41,7%,83,40%,33,7%,14,20%,10,27%
Delon Wright,31.5,MIA,Combo,259,18.5,22,48.2%,85,33%,73,27%,8,3%,45,30%,71,14%,23,22%,34,37%
Thaddeus Young,35.4,TOR,Big,326,16.3,75,61.5%,70,65%,74,27%,47,2%,63,30%,39,2%,30,2%,30,5%
Trae Young,25.1,ATL,Point,1938,35.9,44,51.9%,21,17%,84,31%,47,10%,70,41%,12,3%,72,40%,60,42%
Omer Yurtseven,25.4,UTA,Big,470,13.4,38,56.0%,45,44%,99,42%,46,2%,94,45%,52,6%,38,6%,37,11%
Cody Zeller,31.1,NOP,Big,191,8.0,1,31.0%,97,88%,16,13%,0,0%,10,13%,0,0%,0,0%,0,0%
Ivica Zubac,26.6,LAC,Big,1793,26.4,86,65.2%,68,65%,91,35%,14,1%,81,35%,0,0%,0,0%,0,0%
