Player,Age,Team,Pos,MIN,MPG,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Immanuel Quickley,22.4,NYK,Combo,1757,22.5,39,48.9%,62,62%,50,41%,37,34%,46,39%,43,38%,54,35%,48,35%
Julius Randle,26.9,NYK,Big,2537,35.2,3,46.0%,15,60%,30,36%,58,36%,31,36%,17,29%,38,31%,30,31%
Austin Reaves,23.4,LAL,Wing,1360,22.7,75,55.3%,81,71%,99,61%,23,29%,94,51%,41,37%,32,31%,32,33%
Cameron Reddish,22.2,NYK,Wing,198,14.1,15,46.7%,12,53%,99,64%,93,60%,99,63%,0,33%,1,17%,3,22%
Cameron Reddish,22.2,ATL,Wing,780,23.0,22,48.1%,25,57%,25,33%,22,27%,16,30%,88,47%,38,33%,65,37%
Davon Reed,26.4,DEN,Wing,608,14.1,98,62.2%,40,62%,87,50%,92,59%,97,55%,47,38%,98,46%,96,44%
Paul Reed,22.4,PHI,Big,237,7.7,63,58.2%,63,71%,4,20%,79,50%,8,25%,0,0%,0,,0,0%
Naz Reid,22.2,MIN,Big,1144,14.9,35,54.3%,32,65%,19,33%,8,0%,20,32%,93,50%,31,30%,58,35%
Nick Richards,23.9,CHA,Big,278,8.7,94,68.2%,84,75%,37,38%,0,,39,38%,0,,0,,0,
Josh Richardson,28.1,BOS,Combo,1065,24.2,68,53.0%,82,65%,39,38%,70,44%,53,41%,52,39%,86,40%,80,40%
Josh Richardson,28.1,SAS,Combo,512,24.4,74,53.7%,13,44%,53,42%,47,39%,49,41%,0,64%,95,42%,97,45%
Austin Rivers,29.3,DEN,Wing,1427,21.3,64,54.2%,72,68%,61,41%,5,0%,36,37%,90,48%,7,24%,45,35%
Duncan Robinson,27.5,MIA,Wing,2015,25.5,79,55.8%,52,64%,86,48%,74,46%,86,48%,64,41%,59,36%,65,37%
Justin Robinson,24.1,MIL,Point,156,11.2,14,42.9%,100,100%,0,0%,56,40%,8,22%,0,29%,16,27%,9,28%
Mitchell Robinson,23.6,NYK,Big,1847,25.7,100,76.1%,92,77%,65,45%,0,,71,45%,0,,0,,0,
Jeremiah Robinson-Earl,21.0,OKC,Big,1068,21.8,11,49.7%,14,59%,31,37%,27,16%,16,31%,53,35%,57,34%,56,34%
Isaiah Roby,23.7,OKC,Big,908,20.6,70,59.0%,55,68%,19,33%,91,57%,26,34%,93,50%,95,45%,98,46%
Rajon Rondo,35.7,LAL,Point,270,15.1,6,38.8%,2,42%,14,29%,0,0%,12,25%,0,20%,33,32%,11,30%
Rajon Rondo,35.7,CLE,Combo,407,19.4,51,50.5%,88,67%,16,26%,12,20%,9,25%,0,25%,77,38%,54,36%
Derrick Rose,33.1,NYK,Point,629,24.2,66,51.3%,56,58%,72,44%,18,26%,46,38%,42,35%,96,41%,87,40%
Terrence Ross,30.7,ORL,Wing,1447,23.0,18,47.3%,69,67%,83,47%,56,40%,72,43%,16,32%,20,30%,15,30%
Terry Rozier,27.6,CHA,Combo,2437,33.4,75,53.9%,57,60%,68,45%,76,46%,72,45%,63,41%,56,35%,64,38%
Ricky Rubio,31.0,CLE,Combo,964,28.4,15,43.9%,11,43%,45,40%,18,27%,26,35%,17,33%,58,35%,47,35%
D'Angelo Russell,25.7,MIN,Point,2076,31.9,56,50.5%,78,64%,66,43%,68,42%,64,42%,61,40%,49,34%,49,34%
Domantas Sabonis,25.5,IND,Big,1624,34.6,75,60.9%,74,73%,53,42%,43,29%,45,40%,5,25%,55,34%,41,32%
Domantas Sabonis,25.5,SAC,Big,504,33.6,49,56.4%,52,68%,88,53%,36,24%,68,45%,0,0%,8,25%,6,24%
Olivier Sarr,22.7,OKC,Big,400,19.1,89,64.7%,41,67%,96,62%,93,60%,98,61%,0,17%,99,53%,96,44%
Tomas Satoransky,30.0,NOP,Combo,457,14.3,2,30.7%,20,48%,13,25%,9,9%,5,21%,0,0%,3,23%,2,18%
Tomas Satoransky,30.0,WAS,Combo,412,18.8,63,51.9%,99,78%,19,27%,92,56%,47,39%,0,17%,0,36%,18,30%
Admiral Schofield,24.6,ORL,Forward,414,11.2,66,55.4%,2,54%,98,60%,95,100%,100,63%,26,33%,72,38%,62,36%
Dennis Schroder,28.1,HOU,Combo,404,27.0,26,46.4%,38,56%,11,22%,72,44%,30,36%,0,25%,49,34%,38,33%
Dennis Schroder,28.1,BOS,Point,1421,29.0,52,50.3%,82,65%,60,41%,50,38%,54,40%,70,42%,58,35%,62,36%
Alperen Sengun,19.3,HOU,Big,1442,20.0,18,51.3%,19,61%,41,39%,64,40%,41,39%,0,20%,22,28%,18,27%
Collin Sexton,22.8,CLE,Wing,314,28.6,28,49.7%,84,72%,41,38%,32,33%,35,37%,0,38%,6,23%,9,26%
Landry Shamet,24.6,PHX,Wing,1357,19.7,48,52.4%,7,50%,70,43%,54,39%,62,41%,70,43%,54,35%,66,37%
Day'Ron Sharpe,20.0,BKN,Big,304,13.8,48,56.2%,19,61%,4,20%,8,0%,4,18%,0,,0,0%,0,0%
Pascal Siakam,27.6,TOR,Forward,2574,37.9,36,52.6%,61,67%,80,49%,55,37%,75,46%,84,48%,33,32%,55,35%
Anfernee Simons,22.4,POR,Combo,1661,29.2,86,56.3%,37,55%,79,48%,67,43%,76,46%,73,43%,91,42%,86,42%
Zavier Simpson,24.7,OKC,Point,174,43.5,4,37.5%,14,53%,42,38%,0,0%,28,33%,0,,0,13%,0,13%
Jericho Sims,23.0,NYK,Big,510,15.5,99,76.1%,99,81%,8,25%,0,,8,25%,0,,0,,0,
Javonte Smart,22.4,MIL,Combo,142,14.3,4,34.2%,38,56%,8,20%,11,17%,3,18%,0,33%,0,20%,5,22%
Marcus Smart,27.7,BOS,Combo,2293,32.3,46,49.8%,74,63%,67,45%,14,25%,57,42%,41,38%,30,31%,36,33%
Ish Smith,33.3,CHA,Combo,448,13.2,14,43.8%,15,46%,23,29%,75,45%,36,36%,0,50%,0,47%,99,48%
Ish Smith,33.3,WAS,Point,597,21.3,34,48.5%,8,50%,48,40%,90,49%,80,46%,0,58%,16,27%,72,38%
Jalen Smith,21.6,PHX,Big,313,14.3,22,52.3%,47,68%,74,48%,64,40%,74,46%,0,17%,28,29%,14,27%
Jalen Smith,21.6,IND,Big,533,24.2,72,60.1%,87,76%,50,41%,89,54%,66,44%,12,27%,91,42%,77,37%
Dennis Smith Jr.,23.9,POR,Combo,556,16.4,19,44.2%,47,58%,18,27%,63,43%,22,32%,0,20%,0,20%,3,20%
Tony Snell,30.0,POR,Wing,521,14.1,31,50.0%,20,56%,56,40%,98,100%,90,50%,47,38%,13,26%,30,33%
Tony Snell,30.0,NOP,Wing,247,19.0,99,62.3%,98,88%,7,17%,0,,3,17%,18,32%,99,52%,95,43%
Cassius Stanley,22.2,DET,Wing,139,15.5,40,51.2%,35,60%,92,55%,5,0%,90,50%,0,25%,0,33%,0,29%
Lance Stephenson,31.2,IND,Combo,717,17.9,52,50.5%,80,65%,81,49%,51,40%,62,43%,0,43%,19,29%,28,32%
Lamar Stevens,24.3,CLE,Wing,956,16.2,45,51.8%,77,69%,19,29%,77,47%,28,35%,10,28%,15,29%,12,28%
Isaiah Stewart,20.4,DET,Big,1806,25.4,24,52.5%,8,58%,28,35%,66,41%,32,36%,0,0%,62,36%,43,33%
Max Strus,25.6,MIA,Wing,1524,22.4,97,61.2%,42,62%,36,36%,32,33%,30,35%,93,50%,85,39%,93,42%
Jalen Suggs,20.4,ORL,Combo,1276,26.6,9,39.9%,50,59%,12,25%,27,31%,11,27%,8,23%,2,22%,4,22%
Keifer Sykes,27.8,IND,Point,524,17.5,18,44.6%,88,67%,6,15%,32,32%,16,26%,58,40%,20,29%,28,32%
Jae'Sean Tate,26.0,HOU,Forward,2047,26.2,52,54.2%,50,66%,23,34%,39,33%,34,34%,13,31%,36,32%,30,32%
Jayson Tatum,23.7,BOS,Wing,2726,35.9,52,52.7%,73,68%,50,39%,52,38%,45,39%,55,39%,56,35%,46,36%
Terry Taylor,22.1,IND,Forward,669,20.9,98,64.6%,86,72%,93,57%,84,50%,95,57%,42,36%,0,27%,34,33%
Garrett Temple,35.5,NOP,Wing,1072,18.8,16,46.7%,41,62%,25,33%,19,24%,14,29%,18,32%,23,30%,19,31%
Daniel Theis,29.6,BOS,Big,375,18.8,86,64.2%,85,76%,72,48%,96,71%,89,53%,0,36%,74,38%,73,37%
Daniel Theis,29.6,HOU,Big,576,22.2,29,53.4%,69,72%,79,50%,40,27%,46,40%,40,33%,24,28%,24,29%
Cameron Thomas,20.1,BKN,Wing,1069,18.4,33,50.2%,19,55%,93,55%,87,51%,96,53%,67,42%,12,26%,14,29%
Isaiah Thomas,32.7,CHA,Combo,189,11.1,85,56.3%,42,56%,43,39%,94,63%,68,44%,0,40%,98,44%,91,43%
Matt Thomas,27.2,CHI,Wing,383,13.2,82,56.1%,99,100%,1,0%,82,50%,69,42%,96,52%,57,35%,86,40%
Klay Thompson,31.7,GSW,Wing,934,29.2,53,53.0%,89,74%,60,40%,67,43%,67,42%,35,36%,86,39%,76,39%
Tristan Thompson,30.6,CHI,Big,371,16.1,55,57.3%,11,58%,94,59%,8,0%,95,56%,0,,0,,0,
Tristan Thompson,30.6,SAC,Big,452,15.1,14,51.0%,4,55%,54,43%,97,100%,61,44%,0,,0,100%,0,100%
JT Thor,19.2,CHA,Wing,190,10.0,31,50.0%,94,77%,25,33%,82,50%,52,40%,0,0%,0,27%,3,22%
Matisse Thybulle,24.7,PHI,Wing,1669,25.3,86,57.5%,93,76%,15,24%,5,0%,8,23%,39,36%,11,26%,22,31%
Killian Tillie,23.7,MEM,Forward,355,13.7,39,52.7%,0,53%,11,31%,0,,20,31%,21,32%,92,41%,72,38%
Xavier Tillman,22.8,MEM,Big,564,13.8,5,47.6%,16,60%,65,45%,8,0%,62,44%,0,29%,1,13%,2,16%
Obi Toppin,23.7,NYK,Big,1190,16.5,64,58.5%,66,72%,14,29%,58,36%,15,30%,57,35%,17,27%,29,31%
Juan Toscano-Anderson,28.6,GSW,Forward,866,12.4,48,53.4%,39,65%,68,46%,39,33%,70,45%,16,31%,8,27%,19,28%
Karl-Anthony Towns,26.0,MIN,Big,2482,33.5,69,59.0%,44,67%,85,52%,48,33%,78,47%,58,35%,89,41%,89,41%
Gary Trent Jr.,22.8,TOR,Combo,2441,34.9,57,51.2%,35,55%,55,42%,59,41%,56,42%,30,36%,80,39%,69,39%
PJ Tucker,36.5,MIA,Big,1978,27.9,59,57.7%,12,58%,83,50%,79,50%,86,50%,77,41%,96,45%,90,41%
Myles Turner,25.6,IND,Big,1232,29.4,65,58.5%,85,76%,93,56%,79,50%,92,55%,28,31%,54,34%,47,33%
Jonas Valanciunas,29.5,NOP,Big,2236,30.2,58,57.6%,36,65%,91,54%,62,39%,87,52%,0,33%,66,36%,67,36%
Denzel Valentine,28.0,CLE,Wing,164,13.7,54,53.0%,91,75%,7,17%,5,0%,3,11%,95,50%,42,33%,88,41%
Fred VanVleet,27.7,TOR,Point,2457,37.8,70,51.7%,30,56%,30,34%,74,44%,52,39%,82,46%,64,37%,68,38%
Jarred Vanderbilt,22.6,MIN,Big,1869,25.3,69,58.9%,46,67%,13,28%,8,0%,13,28%,0,20%,0,0%,0,14%
Devin Vassell,21.2,SAS,Wing,1896,26.7,47,52.2%,64,66%,69,42%,68,43%,70,43%,31,35%,71,37%,59,36%
Gabe Vincent,25.4,MIA,Combo,1499,24.2,71,53.4%,35,55%,82,49%,56,40%,68,44%,56,40%,66,36%,63,37%
Nikola Vucevic,31.0,CHI,Big,2415,33.1,21,52.0%,55,68%,71,48%,64,40%,69,45%,13,27%,43,32%,36,32%
Dean Wade,24.9,CLE,Wing,950,19.4,74,55.2%,82,71%,49,39%,97,71%,87,48%,4,24%,77,38%,37,34%
Franz Wagner,20.2,ORL,Wing,2416,30.6,43,51.8%,33,60%,63,41%,28,31%,55,40%,76,44%,42,33%,50,36%
Moritz Wagner,24.5,ORL,Big,874,13.9,62,58.1%,88,76%,26,34%,8,0%,18,31%,78,43%,40,32%,45,33%
Ishmail Wainright,27.1,PHX,Big,245,7.9,8,48.7%,34,65%,1,10%,0,,1,10%,90,48%,3,15%,42,33%
Kemba Walker,31.5,NYK,Point,947,25.6,54,50.3%,4,46%,90,48%,54,39%,66,43%,0,56%,60,36%,64,37%
Lonnie Walker,22.9,SAS,Wing,1596,22.8,25,48.5%,50,64%,77,45%,45,36%,48,39%,52,39%,25,30%,25,32%
Derrick Walton Jr.,26.6,DET,Point,108,36.1,0,28.8%,8,50%,0,0%,12,20%,0,11%,0,100%,0,17%,0,23%
Brad Wanamaker,32.3,IND,Combo,249,12.5,12,42.9%,9,40%,35,36%,89,54%,78,46%,0,0%,0,36%,0,29%
Duane Washington,21.6,IND,Combo,920,19.6,43,49.6%,23,50%,26,33%,31,32%,23,33%,94,49%,47,33%,70,39%
PJ Washington,23.2,CHA,Big,1716,26.4,58,57.7%,38,66%,68,46%,8,0%,62,44%,30,32%,83,39%,71,37%
Yuta Watanabe,27.1,TOR,Wing,390,12.6,19,47.3%,22,57%,25,33%,65,43%,34,36%,68,42%,4,21%,23,32%
Lindy Waters,24.3,OKC,Wing,454,18.2,82,56.1%,87,73%,96,58%,82,50%,98,57%,13,31%,82,39%,59,36%
Trendon Watford,21.0,POR,Big,780,16.6,42,55.2%,62,71%,68,46%,71,44%,73,46%,0,10%,5,20%,3,17%
Paul Watson,26.8,OKC,Forward,140,17.5,2,37.5%,95,75%,98,60%,0,,98,60%,0,23%,0,10%,0,17%
Russell Westbrook,33.0,LAL,Point,2667,34.2,32,47.8%,52,58%,34,36%,52,38%,36,37%,79,44%,13,26%,13,30%
Coby White,21.7,CHI,Combo,1636,26.8,76,54.4%,72,63%,32,35%,52,40%,37,37%,75,43%,74,38%,72,39%
Derrick White,27.3,BOS,Combo,709,27.3,35,48.5%,58,60%,93,52%,8,8%,76,46%,59,41%,14,28%,22,31%
Derrick White,27.3,SAS,Combo,1485,30.3,47,49.9%,48,58%,78,48%,77,46%,85,47%,2,22%,51,34%,27,32%
Hassan Whiteside,32.4,UTA,Big,1125,17.3,90,65.4%,96,78%,58,43%,8,0%,52,41%,0,,0,,0,
Joe Wieskamp,22.2,SAS,Wing,141,5.7,2,35.5%,99,100%,0,,19,25%,11,25%,0,11%,18,29%,6,23%
Aaron Wiggins,22.8,OKC,Wing,1193,23.9,50,52.7%,55,65%,86,48%,32,33%,86,48%,20,32%,25,30%,19,31%
Andrew Wiggins,26.7,GSW,Wing,2318,31.8,65,54.3%,84,72%,64,41%,50,38%,53,40%,75,44%,75,38%,84,39%
Lindell Wigginton,23.6,MIL,Combo,156,10.4,20,44.8%,18,47%,24,30%,0,,16,30%,0,80%,1,19%,38,33%
Brandon Williams,21.9,POR,Point,603,25.2,12,42.8%,6,48%,36,36%,22,29%,28,33%,91,50%,9,25%,21,31%
Grant Williams,22.9,BOS,Forward,1842,23.9,95,59.8%,91,73%,27,35%,14,11%,23,32%,82,47%,51,35%,87,41%
Kenrich Williams,26.9,OKC,Wing,1069,21.8,56,53.2%,49,63%,81,46%,61,42%,75,44%,32,36%,47,34%,41,35%
Lou Williams,35.0,ATL,Combo,790,14.1,22,45.0%,23,50%,48,40%,39,35%,42,38%,79,44%,29,31%,54,36%
Patrick Williams,20.2,CHI,Big,408,24.0,77,61.6%,58,69%,60,44%,69,43%,60,43%,0,50%,100,53%,100,52%
Robert Williams,24.0,BOS,Big,1803,29.6,99,73.7%,97,79%,58,43%,41,29%,54,42%,0,,0,0%,0,0%
Ziaire Williams,20.1,MEM,Wing,1299,21.0,71,54.6%,97,83%,34,36%,94,61%,78,45%,28,34%,26,30%,28,32%
Dylan Windler,25.1,CLE,Wing,395,10.4,36,50.6%,11,53%,97,60%,0,,99,60%,33,36%,20,30%,30,33%
Justise Winslow,25.6,POR,Forward,293,26.7,9,44.7%,23,61%,16,32%,25,21%,9,27%,0,15%,44,33%,17,27%
Justise Winslow,25.6,LAC,Big,425,11.8,14,50.8%,67,72%,42,39%,35,22%,29,36%,0,31%,0,10%,6,22%
Christian Wood,26.1,HOU,Big,2092,30.8,56,57.4%,51,68%,67,46%,32,21%,48,40%,82,46%,77,38%,81,39%
Delon Wright,29.5,ATL,Combo,1393,18.3,78,54.9%,71,63%,30,35%,46,38%,29,35%,13,30%,97,44%,81,40%
Thaddeus Young,33.4,SAS,Big,355,13.7,51,56.6%,31,64%,84,51%,38,25%,84,49%,0,0%,0,0%,0,0%
Thaddeus Young,33.4,TOR,Wing,466,17.9,44,51.8%,6,49%,92,55%,5,0%,87,49%,81,45%,0,25%,79,39%
Trae Young,23.1,ATL,Point,2647,34.8,84,54.2%,60,59%,78,45%,96,52%,88,47%,94,55%,73,38%,81,39%
Omer Yurtseven,23.4,MIA,Big,624,15.2,27,53.3%,52,68%,52,42%,29,18%,42,39%,0,0%,0,14%,0,11%
Cody Zeller,29.1,POR,Big,335,12.4,53,57.0%,24,63%,61,44%,97,100%,79,47%,0,0%,0,0%,0,0%
Ivica Zubac,24.6,LAC,Big,1843,24.3,79,62.5%,62,71%,78,49%,26,14%,81,48%,0,,0,,0,
