Player,Age,Team,Pos,MIN,MPG,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Talen Horton-Tucker,23.9,CHI,Wing,639,12.5,33,51.6%,96,48%,23,12%,17,1%,18,13%,26,10%,39,28%,27,38%
Caleb Houstan,21.8,ORL,Wing,654,13.1,83,58.2%,1,4%,4,5%,44,4%,7,9%,93,33%,93,54%,100,87%
Jett Howard,21.1,ORL,Wing,594,10.8,13,48.0%,16,14%,18,11%,75,8%,36,19%,61,18%,88,49%,86,68%
Kevin Huerter,26.2,CHI,Wing,775,29.8,66,56.2%,29,19%,42,15%,47,4%,34,19%,49,16%,81,46%,75,62%
Kevin Huerter,26.2,SAC,Wing,886,20.6,26,51.0%,23,17%,41,15%,51,4%,38,19%,42,16%,86,48%,79,64%
Jay Huff,27.2,MEM,Big,681,11.6,89,65.1%,24,32%,1,5%,51,2%,1,7%,82,16%,98,45%,94,61%
Ariel Hukporti,22.6,NYK,Big,146,10.5,99,73.9%,93,80%,43,20%,0,0%,33,20%,0,0%,0,0%,0,0%
DeAndre Hunter,26.9,CLE,Forward,676,25.0,84,59.7%,28,24%,60,21%,79,7%,72,29%,56,16%,63,31%,63,47%
DeAndre Hunter,26.9,ATL,Wing,1062,28.7,69,56.5%,35,21%,81,24%,77,9%,81,33%,34,13%,57,33%,47,46%
Nah'Shon Hyland,24.1,LAC,Point,104,8.0,91,58.3%,45,22%,4,10%,17,4%,4,14%,74,12%,94,53%,94,65%
Oso Ighodaro,22.3,PHX,Big,972,17.7,73,60.1%,55,48%,99,48%,63,4%,98,52%,0,0%,22,1%,16,1%
Joe Ingles,37.1,MIN,Wing,114,6.3,0,34.1%,1,5%,91,27%,0,0%,68,27%,22,9%,98,59%,88,68%
Brandon Ingram,27.2,NOP,Wing,595,33.1,46,53.3%,24,18%,80,24%,99,26%,99,50%,1,4%,44,29%,15,33%
Kyrie Irving,32.6,DAL,Combo,1802,36.1,74,54.9%,51,22%,79,29%,79,12%,83,42%,25,6%,40,30%,30,36%
Jonathan Isaac,27.1,ORL,Forward,1082,15.2,11,47.0%,75,42%,12,8%,82,8%,21,16%,84,27%,14,15%,47,42%
Jaden Ivey,22.7,DET,Combo,897,29.9,67,54.3%,89,36%,53,24%,49,7%,47,31%,38,7%,30,26%,23,33%
Jaren Jackson,25.1,MEM,Big,2197,29.7,41,55.1%,5,20%,100,49%,46,2%,98,51%,54,6%,64,22%,57,28%
Quenton Jackson,26.1,IND,Wing,336,14.0,38,51.9%,99,59%,6,6%,71,7%,17,13%,25,10%,13,18%,7,28%
Reggie Jackson,34.5,PHI,Combo,362,11.7,33,49.2%,24,15%,38,20%,74,11%,49,31%,60,12%,78,42%,79,54%
GG Jackson II,19.9,MEM,Forward,433,15.5,5,45.5%,47,30%,58,21%,40,3%,51,24%,51,14%,67,32%,58,46%
Andre Jackson Jr.,23.0,MIL,Wing,939,14.9,56,54.4%,82,40%,56,17%,43,4%,46,21%,79,23%,9,16%,28,39%
Trayce Jackson-Davis,24.7,GSW,Big,903,17.0,47,56.2%,84,74%,68,25%,30,1%,55,26%,18,0%,0,0%,13,0%
Bronny James,20.1,LAL,Point,108,9.0,2,28.4%,8,10%,92,38%,53,8%,85,45%,85,15%,42,30%,58,45%
LeBron James,39.8,LAL,Big,2443,34.9,53,57.3%,29,35%,59,23%,93,13%,79,37%,39,3%,72,26%,58,28%
Jaime Jaquez Jr.,23.7,MIA,Wing,1328,20.8,19,49.9%,93,46%,94,29%,25,2%,76,31%,32,13%,3,10%,2,23%
DaQuan Jeffries,27.2,CHA,Wing,1020,22.2,19,50.2%,49,27%,43,15%,41,3%,34,18%,88,27%,38,28%,66,55%
Trey Jemison,24.9,NOP,Big,134,9.6,5,45.8%,75,63%,84,33%,59,3%,78,37%,0,0%,0,0%,0,0%
Trey Jemison,24.9,LAL,Big,183,11.5,67,59.4%,82,71%,76,29%,0,0%,64,29%,0,0%,0,0%,0,0%
Ty Jerome,27.3,CLE,Combo,1304,18.6,95,60.7%,37,19%,95,40%,32,6%,90,45%,30,7%,37,29%,28,36%
Isaiah Joe,25.3,OKC,Wing,1537,20.8,94,60.8%,9,10%,8,7%,57,5%,13,12%,41,15%,99,63%,96,78%
AJ Johnson,19.9,WAS,Wing,567,25.8,7,45.8%,84,41%,71,21%,12,1%,46,21%,6,6%,54,32%,25,38%
Cameron Johnson,28.7,BKN,Forward,1799,31.6,82,58.4%,35,26%,25,14%,88,9%,40,23%,39,12%,82,39%,74,51%
Jalen Johnson,22.9,ATL,Forward,1284,35.7,53,54.2%,82,44%,81,30%,49,3%,77,33%,16,8%,18,16%,14,23%
Keldon Johnson,25.0,SAS,Forward,1830,23.8,49,54.1%,88,45%,61,22%,7,1%,35,23%,40,12%,32,20%,33,32%
Keon Johnson,22.6,BKN,Combo,1892,24.0,20,47.0%,77,31%,16,17%,18,4%,10,20%,79,15%,52,33%,68,48%
Nikola Jokic,29.7,DEN,Big,2570,36.7,87,63.8%,27,35%,89,38%,79,7%,88,44%,28,1%,61,20%,47,21%
Colby Jones,22.4,WAS,Wing,361,27.8,32,51.5%,69,34%,83,24%,73,7%,78,32%,29,11%,30,23%,17,35%
Dillon Jones,23.0,OKC,Forward,422,10.6,14,47.9%,60,35%,40,18%,26,2%,32,20%,23,9%,75,36%,56,45%
Herbert Jones,26.1,NOP,Forward,648,32.4,26,50.3%,67,38%,49,19%,65,5%,58,24%,70,20%,23,18%,42,38%
Isaac Jones,25.3,SAC,Big,218,8.4,93,67.3%,78,68%,52,22%,0,0%,39,22%,56,6%,29,3%,33,10%
Kai Jones,23.8,DAL,Big,240,20.0,100,84.1%,78,68%,45,21%,81,7%,59,27%,0,0%,33,4%,27,4%
Kai Jones,23.8,LAC,Big,105,5.8,99,73.7%,90,76%,62,24%,0,0%,45,24%,0,0%,0,0%,0,0%
Tre Jones,24.8,CHI,Wing,439,24.4,96,61.1%,91,45%,98,37%,40,3%,93,40%,15,8%,1,7%,1,15%
Tre Jones,24.8,SAS,Combo,446,15.9,44,51.1%,98,47%,60,26%,5,1%,31,27%,64,12%,6,13%,10,26%
Tyus Jones,28.5,PHX,Point,2163,26.7,85,57.1%,6,9%,60,28%,30,5%,49,33%,100,22%,57,36%,85,58%
Derrick Jones Jr.,27.7,LAC,Big,1864,24.2,68,59.4%,55,48%,31,16%,39,1%,24,18%,88,19%,51,16%,67,35%
DeAndre Jordan,36.3,DEN,Big,670,12.0,88,64.0%,95,81%,39,19%,0,0%,29,19%,0,0%,0,0%,0,0%
Cory Joseph,33.2,ORL,Point,552,13.8,68,54.2%,13,14%,8,12%,51,7%,9,20%,89,17%,89,50%,96,66%
Nikola Jovic,21.4,MIA,Big,1139,24.8,45,56.1%,16,28%,38,18%,45,2%,35,20%,92,20%,81,31%,89,51%
Johnny Juzang,23.6,UTA,Wing,1225,19.1,56,54.6%,13,12%,49,16%,68,7%,52,22%,88,27%,71,38%,81,65%
Luke Kennard,28.4,MEM,Combo,1445,22.2,94,60.7%,10,12%,28,19%,68,10%,37,29%,80,16%,85,43%,90,59%
Walker Kessler,23.3,UTA,Big,1727,29.8,92,66.8%,92,79%,19,13%,20,0%,15,14%,33,2%,36,5%,32,7%
Corey Kispert,25.7,WAS,Forward,1596,26.2,63,56.1%,37,26%,35,17%,11,1%,28,18%,30,11%,88,45%,81,56%
Maxi Kleber,32.8,DAL,Big,636,18.7,4,45.3%,15,28%,25,15%,87,10%,48,25%,82,16%,79,31%,82,47%
Dalton Knecht,23.5,LAL,Wing,1417,18.6,79,57.9%,40,23%,40,15%,49,4%,37,19%,59,18%,74,40%,71,58%
Tyler Kolek,23.6,NYK,Point,208,9.5,17,45.7%,55,24%,21,18%,0,0%,6,18%,91,18%,70,40%,87,58%
Christian Koloko,24.4,LAL,Big,288,10.3,64,58.9%,90,77%,32,17%,42,2%,27,18%,42,3%,26,2%,28,5%
John Konchar,28.6,MEM,Wing,473,13.2,73,56.9%,60,30%,4,5%,0,0%,2,5%,98,36%,43,29%,81,65%
Luke Kornet,29.3,BOS,Big,1337,18.3,94,67.8%,97,83%,24,15%,32,1%,20,16%,19,0%,19,0%,17,1%
Vit Krejci,24.4,ATL,Wing,1120,20.0,99,65.4%,29,19%,28,13%,19,2%,20,14%,39,15%,89,52%,84,67%
Jonathan Kuminga,22.1,GSW,Forward,1118,23.8,21,49.9%,61,36%,98,36%,61,5%,91,41%,14,7%,16,15%,9,22%
Kyle Kuzma,29.3,MIL,Forward,1047,31.7,44,53.9%,53,32%,75,26%,81,7%,79,34%,33,11%,40,23%,37,34%
Kyle Kuzma,29.3,WAS,Forward,886,27.7,12,47.1%,49,30%,86,31%,74,6%,82,38%,21,8%,44,24%,30,32%
Jake LaRavia,23.0,MEM,Wing,930,19.8,75,57.1%,90,45%,67,20%,31,3%,51,22%,27,10%,27,23%,14,33%
Jake LaRavia,23.0,SAC,Forward,354,18.6,74,57.4%,21,21%,79,29%,44,3%,75,32%,37,11%,72,35%,61,47%
Zach LaVine,29.6,SAC,Combo,1169,36.6,97,60.8%,61,26%,22,18%,87,15%,57,32%,40,8%,54,34%,37,41%
Zach LaVine,29.6,CHI,Wing,1431,34.1,95,60.8%,75,36%,12,8%,95,17%,60,24%,12,7%,56,32%,31,39%
Jock Landale,29.0,HOU,Big,416,12.6,48,56.6%,56,48%,78,29%,87,9%,82,38%,32,1%,46,13%,39,14%
Pelle Larsson,23.7,MIA,Wing,728,14.6,39,52.1%,83,41%,47,15%,11,0%,26,16%,36,14%,44,29%,40,43%
A.J. Lawson,24.3,TOR,Wing,459,20.0,23,50.6%,85,41%,23,12%,0,0%,12,12%,53,17%,45,30%,51,47%
Caris LeVert,30.2,CLE,Wing,896,23.6,61,55.3%,79,39%,36,14%,33,3%,29,17%,45,16%,41,29%,44,45%
Caris LeVert,30.2,ATL,Wing,691,26.6,63,55.8%,74,36%,64,19%,37,3%,50,22%,31,12%,46,30%,36,42%
Alex Len,31.4,SAC,Big,215,7.0,13,48.4%,64,56%,84,33%,0,0%,72,33%,61,8%,28,3%,37,11%
Alex Len,31.4,LAL,Big,101,11.2,4,44.7%,49,45%,97,45%,0,0%,90,45%,49,5%,35,5%,34,10%
Kawhi Leonard,33.3,LAC,Forward,1179,31.9,61,55.9%,18,20%,95,34%,98,17%,98,51%,5,5%,47,25%,18,29%
Maxwell Lewis,22.3,BKN,Wing,268,14.1,27,51.1%,55,29%,66,20%,38,3%,53,23%,66,20%,42,29%,54,48%
Damian Lillard,34.3,MIL,Point,2092,36.1,74,54.9%,47,22%,9,14%,98,16%,42,30%,17,4%,75,45%,72,49%
Dereck Lively II,20.7,DAL,Big,827,23.0,95,70.0%,85,74%,70,26%,0,0%,54,26%,0,0%,0,0%,0,0%
Kevon Looney,28.7,GSW,Big,1110,14.8,21,51.1%,81,71%,49,21%,82,7%,63,28%,19,0%,20,0%,18,1%
Brook Lopez,36.6,MIL,Big,2544,31.8,71,59.8%,20,29%,45,20%,74,5%,52,26%,48,5%,91,40%,78,45%
Kevin Love,36.2,MIA,Big,251,10.9,8,46.5%,12,27%,21,14%,67,4%,25,18%,70,12%,96,43%,90,55%
Kyle Lowry,38.6,PHI,Combo,652,18.6,22,47.3%,2,7%,15,16%,54,7%,17,24%,87,19%,92,50%,94,69%
Trey Lyles,29.0,SAC,Big,1317,19.1,30,53.0%,16,28%,10,10%,53,3%,13,13%,88,19%,90,40%,93,59%
Sandro Mamukelashvili,25.4,SAS,Big,581,11.2,62,58.7%,25,32%,12,11%,36,1%,12,13%,73,12%,96,43%,92,56%
Terance Mann,28.0,LAC,Wing,687,18.6,30,51.4%,74,36%,66,20%,69,7%,66,27%,51,17%,19,21%,24,38%
Terance Mann,28.0,ATL,Wing,677,22.6,97,62.4%,62,32%,79,24%,64,6%,74,29%,69,20%,14,19%,30,39%
Tre Mann,23.7,CHA,Combo,314,24.2,45,51.3%,79,33%,52,24%,57,7%,48,31%,49,9%,34,27%,31,36%
Lauri Markkanen,27.4,UTA,Forward,1474,31.4,35,52.2%,23,23%,51,19%,60,5%,56,24%,26,10%,86,43%,77,53%
Naji Marshall,26.8,DAL,Wing,1862,27.0,65,56.1%,66,33%,99,37%,31,3%,93,40%,39,15%,6,12%,5,27%
Caleb Martin,29.1,DAL,Forward,267,19.1,2,42.3%,70,41%,67,23%,96,16%,89,39%,49,14%,4,6%,7,20%
Caleb Martin,29.1,PHI,Wing,924,29.8,33,51.6%,59,30%,71,21%,91,15%,87,35%,34,13%,24,22%,18,35%
Cody Martin,29.1,PHX,Wing,191,13.7,1,35.6%,47,25%,29,13%,90,15%,68,27%,98,36%,4,11%,52,47%
Cody Martin,29.1,CHA,Wing,962,24.7,21,50.4%,68,33%,21,12%,86,12%,56,23%,75,22%,26,22%,41,44%
Jaylen Martin,20.8,WAS,Wing,215,18.0,8,46.3%,78,38%,96,31%,33,3%,83,34%,26,10%,12,18%,8,28%
Tyrese Martin,25.7,BKN,Combo,1265,21.5,53,52.4%,41,20%,30,19%,22,4%,14,23%,90,19%,61,38%,87,57%
Kenyon Martin Jr.,23.8,PHI,Big,460,19.2,90,65.3%,79,70%,10,10%,31,1%,7,11%,74,13%,38,6%,44,19%
Kenyon Martin Jr.,23.8,UTA,Big,431,22.7,28,52.5%,42,42%,59,23%,0,0%,43,23%,97,27%,39,7%,68,35%
Garrison Mathews,28.0,ATL,Wing,796,17.3,68,56.5%,4,9%,13,8%,35,3%,11,11%,87,26%,92,53%,97,80%
Bennedict Mathurin,22.4,IND,Wing,2134,29.6,41,52.3%,80,39%,76,22%,81,10%,79,32%,2,5%,33,24%,9,29%
Karlo Matkovic,23.6,NOP,Big,719,18.4,82,62.3%,59,50%,53,22%,28,1%,41,23%,80,15%,44,12%,55,27%
Tyrese Maxey,24.0,PHI,Point,1944,37.4,51,51.3%,72,32%,34,21%,45,7%,32,27%,19,4%,58,37%,43,40%
Miles McBride,24.1,NYK,Combo,1537,24.0,49,52.0%,34,18%,8,13%,82,13%,25,26%,82,17%,62,39%,83,56%
Jared McCain,20.7,PHI,Combo,576,25.1,79,55.7%,67,28%,29,19%,56,7%,28,26%,53,11%,57,36%,63,47%
CJ McCollum,33.1,NOP,Combo,1828,32.6,59,53.0%,44,20%,64,27%,62,9%,67,36%,29,7%,59,37%,47,44%
TJ McConnell,32.6,IND,Point,1413,17.9,62,53.2%,83,34%,94,46%,83,13%,98,59%,13,2%,6,4%,6,7%
Jaden McDaniels,24.1,MIN,Wing,2610,31.8,51,53.9%,63,32%,91,27%,66,6%,83,33%,64,19%,9,16%,16,34%
Doug McDermott,32.8,SAC,Wing,260,9.0,66,56.2%,3,9%,2,4%,43,4%,5,7%,81,23%,98,61%,98,84%
Jordan McLaughlin,28.6,SAC,Combo,133,7.4,62,53.6%,38,19%,32,19%,83,13%,56,32%,95,23%,31,26%,69,48%
De'Anthony Melton,26.4,GSW,Wing,119,19.9,44,52.8%,27,18%,59,18%,0,0%,33,18%,14,7%,95,56%,77,64%
Sam Merrill,28.5,CLE,Wing,1335,19.1,77,57.6%,6,10%,1,2%,21,2%,1,4%,74,21%,100,65%,99,86%
Vasilije Micic,30.8,CHA,Combo,757,21.1,9,42.4%,46,21%,20,17%,92,17%,66,35%,2,1%,80,43%,52,45%
Khris Middleton,33.2,MIL,Wing,533,23.2,93,59.9%,11,12%,82,24%,99,25%,99,49%,8,6%,56,33%,31,39%
Khris Middleton,33.2,WAS,Forward,309,22.1,7,46.8%,5,12%,89,33%,100,22%,100,54%,9,7%,49,27%,35,33%
Brandon Miller,21.9,CHA,Wing,923,34.2,31,51.5%,20,16%,72,21%,71,7%,71,28%,3,5%,89,51%,68,56%
Jordan Miller,24.8,LAC,Wing,286,9.0,17,49.0%,91,45%,79,24%,24,2%,63,25%,24,9%,18,20%,10,29%
Patty Mills,36.2,UTA,Point,260,15.3,15,45.4%,2,5%,2,9%,74,10%,8,19%,81,13%,100,62%,100,75%
Shake Milton,28.1,BKN,Combo,478,19.1,82,55.8%,43,20%,87,35%,21,4%,74,38%,70,14%,36,28%,38,42%
Shake Milton,28.1,LAL,Wing,285,11.4,12,47.6%,50,27%,97,34%,74,8%,96,41%,40,15%,10,16%,13,32%
Josh Minott,21.9,MIN,Wing,178,5.4,37,51.8%,95,48%,5,5%,0,0%,3,5%,96,34%,6,12%,49,47%
Yves Missi,20.5,NOP,Big,1937,26.5,36,54.6%,95,82%,36,18%,22,0%,28,18%,0,0%,0,0%,0,0%
Ajay Mitchell,22.4,OKC,Combo,529,14.7,47,51.9%,74,30%,86,33%,34,6%,77,39%,47,9%,18,22%,22,31%
Davion Mitchell,26.2,TOR,Point,1074,24.4,60,53.2%,75,33%,17,17%,25,5%,11,21%,68,9%,60,37%,60,45%
Davion Mitchell,26.2,MIA,Point,940,31.3,98,59.4%,89,39%,36,21%,13,3%,17,24%,66,9%,36,29%,34,38%
Donovan Mitchell,28.2,CLE,Combo,2228,31.4,60,53.3%,49,22%,36,20%,80,13%,59,33%,14,5%,70,40%,53,45%
Evan Mobley,23.4,CLE,Big,2161,30.4,74,60.3%,61,52%,57,23%,50,2%,52,26%,47,5%,57,18%,49,23%
Jonathan Mogbo,23.0,TOR,Big,1209,20.5,6,45.9%,68,57%,44,20%,76,6%,53,26%,64,9%,41,8%,42,17%
Malik Monk,26.7,SAC,Wing,2053,31.6,34,51.7%,39,22%,89,27%,78,9%,88,35%,5,5%,68,37%,37,43%
Moses Moody,22.4,GSW,Wing,1591,21.5,52,54.0%,44,24%,57,17%,29,3%,42,20%,73,21%,61,34%,67,55%
Wendell Moore Jr.,23.1,CHA,Wing,230,14.4,72,56.8%,94,47%,22,12%,50,4%,28,16%,46,16%,19,21%,23,37%
Wendell Moore Jr.,23.1,DET,Wing,173,11.6,29,51.3%,87,43%,49,16%,85,11%,68,27%,70,20%,3,9%,11,30%
Ja Morant,25.2,MEM,Point,1513,30.3,49,51.3%,79,33%,89,35%,23,4%,74,39%,36,6%,17,21%,13,27%
Markieff Morris,35.2,LAL,Big,106,13.3,2,41.3%,2,17%,65,24%,91,12%,78,37%,90,20%,74,27%,81,46%
Monte Morris,29.3,PHX,Point,501,13.2,25,47.9%,17,14%,77,32%,85,13%,87,46%,94,19%,15,21%,40,40%
Trey Murphy III,24.4,NOP,Wing,1851,34.9,59,55.1%,58,30%,65,19%,42,4%,55,23%,17,8%,73,39%,53,47%
Dejounte Murray,28.1,NOP,Point,1012,32.6,11,44.7%,60,25%,57,27%,94,16%,77,42%,38,6%,34,27%,25,33%
Jamal Murray,27.7,DEN,Combo,2409,36.0,70,54.6%,47,21%,48,23%,100,22%,89,45%,7,4%,41,30%,25,33%
Keegan Murray,24.2,SAC,Forward,2600,34.2,46,53.9%,19,21%,54,20%,70,6%,65,26%,60,16%,77,37%,75,53%
Kris Murray,24.2,POR,Wing,909,14.0,8,45.9%,94,48%,24,12%,0,0%,13,12%,77,22%,13,18%,33,41%
Sviatoslav Mykhailiuk,27.4,UTA,Wing,751,19.8,29,51.4%,18,15%,54,17%,46,4%,45,21%,51,17%,82,47%,79,64%
Larry Nance Jr.,31.8,ATL,Big,463,19.3,86,63.4%,27,34%,28,16%,59,3%,30,19%,84,18%,77,29%,82,47%
Andrew Nembhard,24.8,IND,Combo,1871,28.8,43,51.0%,55,24%,78,29%,93,18%,94,47%,45,8%,11,21%,17,29%
Aaron Nesmith,25.0,IND,Wing,1123,25.0,96,61.7%,56,29%,55,17%,54,5%,49,22%,68,20%,43,29%,55,49%
Georges Niang,31.4,ATL,Forward,640,22.9,79,58.1%,9,15%,39,18%,23,2%,30,19%,68,20%,91,46%,88,66%
Georges Niang,31.4,CLE,Forward,1005,19.7,89,61.2%,16,20%,28,15%,4,1%,19,16%,93,31%,68,33%,86,64%
Zeke Nnaji,23.8,DEN,Big,545,12.4,52,57.3%,64,55%,2,7%,68,4%,8,11%,90,19%,49,14%,67,33%
Jaylen Nowell,25.3,NOP,Combo,154,19.3,8,41.7%,53,23%,97,41%,33,6%,92,46%,32,7%,23,24%,20,31%
Jusuf Nurkic,30.2,CHA,Big,465,17.9,32,53.7%,47,43%,85,34%,40,1%,75,35%,28,1%,62,21%,48,22%
Jusuf Nurkic,30.2,PHX,Big,591,23.7,20,50.9%,56,48%,50,22%,0,0%,39,22%,50,5%,69,25%,62,30%
Royce O'Neale,31.4,PHX,Wing,1805,24.1,87,58.8%,15,13%,16,10%,16,1%,11,11%,67,20%,94,56%,94,76%
Chuma Okeke,26.2,PHI,Wing,171,24.4,100,69.7%,65,32%,0,0%,0,0%,0,0%,91,29%,72,38%,86,68%
Josh Okogie,26.2,CHA,Wing,274,18.3,9,46.9%,78,38%,63,19%,20,2%,43,21%,43,16%,34,26%,34,41%
Josh Okogie,26.2,PHX,Wing,324,13.5,72,56.8%,89,45%,59,18%,48,4%,49,22%,83,24%,2,9%,16,33%
Onyeka Okongwu,23.9,ATL,Big,2062,27.9,73,60.3%,70,59%,48,21%,24,0%,38,22%,67,11%,42,9%,45,19%
Isaac Okoro,23.8,CLE,Wing,984,17.9,89,59.4%,81,40%,7,6%,11,0%,4,7%,95,34%,17,20%,64,54%
Kelly Olynyk,33.5,TOR,Big,377,15.7,53,57.3%,44,42%,41,20%,73,5%,48,25%,34,2%,78,30%,65,33%
Kelly Olynyk,33.5,NOP,Big,507,25.4,37,54.7%,57,48%,42,20%,90,11%,69,31%,44,4%,54,17%,46,21%
Kelly Oubre,28.9,PHI,Forward,2065,34.4,33,51.8%,79,43%,72,25%,30,2%,68,27%,28,10%,28,20%,19,30%
Chris Paul,39.5,SAS,Point,2291,27.9,77,55.1%,0,4%,11,14%,100,19%,51,34%,64,8%,96,54%,91,63%
Cameron Payne,30.2,NYK,Combo,1037,14.4,41,50.4%,33,18%,43,21%,20,4%,22,25%,26,6%,93,51%,85,57%
Elfrid Payton,30.7,NOP,Combo,359,21.2,3,37.8%,54,23%,100,66%,40,6%,99,72%,0,1%,2,4%,0,5%
Elfrid Payton,30.7,CHA,Point,104,17.4,0,18.8%,4,6%,100,94%,0,0%,100,94%,0,0%,0,0%,0,0%
Gary Payton II,31.9,GSW,Wing,920,14.9,98,62.7%,96,49%,68,20%,9,0%,43,20%,58,18%,8,13%,13,31%
Drew Peterson,25.0,BOS,Forward,127,7.5,77,58.0%,14,19%,4,4%,0,0%,0,4%,91,30%,96,48%,95,78%
Julian Phillips,21.0,CHI,Big,1044,13.4,22,51.3%,38,41%,7,9%,21,0%,5,9%,98,33%,53,17%,87,49%
Jalen Pickett,25.0,DEN,Combo,573,13.3,71,54.6%,23,15%,17,17%,89,15%,52,32%,92,21%,51,32%,78,53%
Scotty Pippen,24.0,MEM,Combo,1658,21.3,78,55.5%,87,36%,72,28%,10,3%,46,31%,41,8%,29,25%,24,33%
Mason Plumlee,34.7,PHX,Big,1255,17.4,81,62.1%,87,75%,58,23%,36,1%,47,25%,27,1%,0,0%,21,1%
Brandin Podziemski,21.7,GSW,Combo,1675,26.2,61,53.5%,30,18%,57,25%,76,11%,70,37%,46,8%,60,37%,59,46%
Jakob Poeltl,29.0,TOR,Big,1685,29.6,84,62.9%,67,56%,91,39%,64,4%,85,43%,15,0%,18,0%,14,0%
Jordan Poole,25.4,WAS,Point,2000,29.4,72,54.5%,53,24%,15,16%,38,6%,13,22%,32,5%,85,49%,79,54%
Craig Porter,24.7,CLE,Combo,401,11.1,85,56.3%,97,44%,46,22%,16,4%,24,26%,34,7%,21,23%,18,30%
Kevin Porter,24.5,MIL,Combo,596,19.9,68,54.3%,68,28%,49,23%,97,21%,85,43%,24,6%,20,23%,15,29%
Kevin Porter,24.5,LAC,Combo,842,18.7,13,45.7%,52,22%,84,31%,99,22%,98,54%,5,2%,15,22%,8,24%
Michael Porter,26.3,DEN,Forward,2590,33.6,86,60.2%,51,31%,21,14%,91,12%,61,25%,7,6%,79,38%,51,44%
Bobby Portis,29.7,MIL,Big,1237,25.2,27,52.3%,7,23%,73,28%,99,20%,93,48%,60,8%,62,20%,58,29%
Kristaps Porzingis,29.3,BOS,Big,1208,28.8,50,57.0%,13,27%,71,27%,84,8%,74,35%,38,3%,87,35%,70,38%
Quinten Post,24.6,GSW,Big,635,15.5,65,59.2%,5,21%,18,13%,55,3%,18,16%,85,18%,98,45%,96,64%
Micah Potter,26.6,UTA,Big,679,18.4,36,54.6%,7,23%,5,8%,27,1%,4,9%,100,40%,75,28%,99,68%
Dwight Powell,33.3,DAL,Big,467,10.4,98,71.3%,98,86%,8,9%,0,0%,5,9%,47,5%,0,0%,28,5%
Norman Powell,31.4,LAC,Wing,1956,32.6,83,58.1%,54,28%,75,22%,74,8%,76,30%,11,7%,64,35%,36,42%
Taurean Prince,30.6,MIL,Wing,2161,27.0,94,60.7%,33,21%,28,13%,41,3%,26,16%,94,34%,47,30%,76,63%
Payton Pritchard,26.8,BOS,Point,2201,27.5,100,63.1%,23,16%,0,8%,26,5%,0,12%,83,13%,98,58%,98,72%
Olivier-Maxence Prosper,22.3,DAL,Forward,498,10.4,0,41.7%,96,54%,42,18%,63,5%,37,23%,58,16%,5,8%,12,23%
Trevelin Queen,27.7,ORL,Wing,352,14.7,48,53.5%,73,36%,33,13%,44,4%,30,17%,48,16%,51,31%,51,47%
Neemias Queta,25.3,BOS,Big,768,14.5,87,63.9%,88,76%,62,24%,0,0%,45,24%,22,1%,0,0%,16,1%
Immanuel Quickley,25.4,TOR,Combo,917,27.8,52,52.2%,29,17%,82,30%,46,7%,71,37%,18,5%,75,41%,61,46%
Lester Quinones,24.0,NOP,Big,148,18.6,31,53.3%,10,27%,34,17%,70,5%,39,22%,68,11%,90,40%,88,51%
Julius Randle,29.9,MIN,Big,2222,32.2,34,54.1%,31,36%,75,28%,76,6%,73,34%,58,7%,65,22%,61,30%
Duop Reath,28.4,POR,Big,372,13.8,29,52.5%,21,30%,4,8%,28,1%,4,9%,75,14%,99,48%,95,62%
Austin Reaves,26.4,LAL,Combo,2549,34.9,89,56.7%,48,22%,59,26%,41,6%,54,32%,28,6%,69,40%,60,46%
Cameron Reddish,25.2,LAL,Wing,553,17.3,16,48.9%,71,34%,61,19%,38,3%,48,22%,78,23%,23,22%,43,44%
Paul Reed,25.4,DET,Big,347,9.1,19,50.9%,58,48%,66,25%,90,12%,78,37%,44,4%,43,11%,40,15%
Alex Reese,25.5,PHI,Forward,196,15.1,93,62.8%,26,24%,5,4%,26,2%,5,6%,81,25%,89,45%,89,71%
Antonio Reeves,23.9,NOP,Wing,548,14.1,71,56.7%,46,25%,63,19%,57,5%,59,24%,64,19%,54,32%,59,51%
Naz Reid,25.2,MIN,Big,2190,27.4,44,55.6%,10,27%,67,25%,30,1%,53,26%,71,12%,87,36%,84,47%
Jared Rhoden,25.2,TOR,Wing,205,22.8,78,57.7%,98,56%,2,4%,14,1%,3,5%,66,20%,16,20%,29,39%
Nick Richards,26.9,CHA,Big,438,20.9,46,56.1%,89,76%,47,21%,56,3%,45,23%,25,1%,0,0%,19,1%
Nick Richards,26.9,PHX,Big,815,22.6,75,60.5%,74,63%,83,33%,67,4%,80,37%,20,0%,0,0%,15,0%
Josh Richardson,31.1,MIA,Combo,139,17.5,6,41.2%,21,14%,33,19%,75,11%,43,31%,71,14%,77,42%,82,56%
Zaccharie Risacher,19.6,ATL,Wing,1804,24.1,49,53.6%,77,37%,58,18%,39,3%,44,21%,57,18%,32,24%,35,42%
Duncan Robinson,30.5,MIA,Wing,1778,24.0,84,58.3%,19,15%,27,12%,9,0%,15,13%,38,15%,96,57%,91,72%
