Player,Age,Team,Pos,MIN,MPG,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
George Hill,36.5,IND,Combo,158,14.4,100,74.2%,56,26%,34,17%,4,3%,16,20%,88,17%,69,37%,82,54%
George Hill,36.5,MIL,Combo,646,18.5,73,55.0%,60,27%,12,11%,43,9%,12,20%,96,22%,46,31%,80,53%
Aaron Holiday,26.1,ATL,Combo,802,14.3,28,49.5%,47,25%,79,27%,49,9%,72,36%,34,7%,52,32%,40,39%
Jrue Holiday,32.4,MIL,Point,2175,32.5,76,55.6%,65,26%,48,25%,61,12%,50,37%,43,5%,52,33%,46,37%
Justin Holiday,33.6,ATL,Wing,390,14.4,19,48.7%,16,16%,1,3%,78,12%,24,15%,97,31%,72,38%,92,70%
Justin Holiday,33.6,DAL,Wing,285,15.8,11,46.1%,17,16%,3,4%,62,9%,14,13%,100,52%,19,19%,93,71%
Richaun Holmes,29.0,SAC,Big,296,9.0,76,62.7%,61,58%,93,37%,25,1%,83,38%,0,0%,34,4%,25,4%
Al Horford,36.4,BOS,Big,1921,30.5,77,62.7%,5,17%,18,12%,53,3%,22,16%,98,27%,93,40%,98,67%
Talen Horton-Tucker,21.9,UTA,Wing,1270,20.2,12,46.6%,76,37%,92,28%,47,6%,79,34%,8,5%,37,24%,17,29%
Danuel House,29.4,PHI,Wing,745,14.1,73,56.5%,73,36%,12,8%,50,6%,21,14%,87,28%,29,22%,58,50%
Caleb Houstan,19.8,ORL,Wing,754,15.7,28,50.6%,33,21%,0,1%,44,5%,2,6%,91,28%,83,45%,95,73%
Kevin Huerter,24.2,SAC,Wing,2197,29.3,91,60.6%,20,18%,64,19%,50,6%,56,25%,25,10%,85,46%,70,57%
DeAndre Hunter,24.9,ATL,Wing,2125,31.7,40,52.3%,42,24%,85,25%,90,19%,93,44%,44,14%,16,18%,20,32%
Nah'Shon Hyland,22.1,LAC,Combo,243,17.4,35,50.4%,35,22%,24,16%,44,9%,29,24%,63,11%,85,43%,81,54%
Nah'Shon Hyland,22.1,DEN,Point,797,19.0,37,50.7%,50,23%,22,19%,24,6%,15,24%,52,6%,87,47%,78,53%
Serge Ibaka,33.1,MIL,Big,154,9.7,21,52.2%,25,38%,67,25%,82,8%,78,33%,46,4%,71,25%,63,29%
Andre Iguodala,38.8,GSW,Forward,111,14.0,22,50.0%,54,33%,16,7%,0,0%,8,7%,50,13%,90,47%,80,60%
Joe Ingles,35.1,MIL,Wing,1033,22.5,90,60.5%,7,10%,7,7%,20,2%,5,9%,79,22%,97,59%,99,81%
Brandon Ingram,25.2,NOP,Wing,1538,34.2,41,52.4%,34,22%,97,32%,99,28%,99,61%,1,2%,13,16%,1,18%
Kyrie Irving,30.6,BKN,Combo,1476,36.9,84,57.1%,31,21%,74,25%,84,14%,82,39%,9,5%,63,35%,43,40%
Kyrie Irving,30.6,DAL,Combo,762,38.1,91,58.7%,53,26%,82,28%,65,11%,85,39%,7,5%,43,31%,29,36%
Jonathan Isaac,25.1,ORL,Wing,124,11.3,15,47.2%,89,44%,70,21%,62,9%,71,30%,14,7%,22,19%,9,26%
Jaden Ivey,20.7,DET,Combo,2287,30.9,19,48.2%,78,35%,56,21%,80,13%,64,34%,6,4%,29,26%,19,31%
Isaiah Jackson,20.8,IND,Big,991,16.3,48,57.3%,85,76%,42,19%,50,3%,38,22%,27,1%,27,2%,22,3%
Jaren Jackson,23.1,MEM,Big,1776,28.2,44,56.9%,38,43%,76,27%,19,1%,59,27%,58,7%,67,23%,64,30%
Quenton Jackson,24.1,WAS,Combo,122,17.5,16,47.2%,98,52%,45,19%,31,7%,33,26%,10,5%,9,17%,3,21%
Reggie Jackson,32.5,LAC,Combo,1333,25.7,28,49.5%,37,22%,69,24%,76,13%,73,36%,58,10%,47,31%,51,42%
Reggie Jackson,32.5,DEN,Point,296,18.5,11,44.4%,7,9%,59,27%,70,13%,61,40%,98,18%,46,32%,74,50%
LeBron James,37.8,LAL,Big,1951,35.5,33,55.3%,35,42%,38,17%,92,13%,70,30%,40,3%,74,26%,61,28%
Ty Jerome,25.3,GSW,Combo,770,18.3,74,55.2%,25,20%,98,39%,22,6%,94,45%,40,9%,28,26%,28,35%
Isaiah Joe,23.3,OKC,Combo,1348,19.0,96,60.6%,3,10%,1,5%,54,9%,6,15%,67,12%,98,64%,98,75%
Cameron Johnson,26.7,PHX,Forward,429,25.3,94,60.4%,28,25%,20,9%,84,11%,48,20%,64,17%,80,38%,70,55%
Cameron Johnson,26.7,BKN,Wing,770,30.8,75,56.9%,50,27%,36,13%,77,12%,55,25%,72,19%,48,29%,57,48%
Jalen Johnson,20.9,ATL,Forward,1004,14.6,58,55.2%,90,50%,56,17%,64,5%,54,22%,48,13%,24,15%,34,28%
James Johnson,35.7,IND,Big,134,8.4,5,47.3%,45,46%,43,19%,81,8%,56,27%,89,19%,45,8%,59,27%
Keldon Johnson,22.9,SAS,Wing,2062,32.7,36,51.5%,80,38%,87,27%,25,3%,70,30%,19,8%,38,25%,23,33%
Keon Johnson,20.6,POR,Combo,304,10.2,12,46.4%,65,29%,63,23%,33,7%,48,30%,79,15%,30,26%,49,41%
Stanley Johnson,26.4,SAS,Big,424,14.7,74,61.8%,30,40%,67,25%,65,5%,70,30%,78,12%,62,18%,67,31%
Nikola Jokic,27.7,DEN,Big,2319,33.6,92,66.4%,41,44%,91,36%,76,7%,91,43%,25,1%,50,12%,42,13%
Damian Jones,27.3,LAL,Big,140,8.2,8,48.3%,93,83%,15,11%,0,0%,11,11%,0,0%,38,6%,28,6%
Damian Jones,27.3,UTA,Big,285,15.8,100,84.5%,82,74%,1,2%,0,0%,0,2%,93,22%,26,2%,54,24%
Herbert Jones,24.1,NOP,Forward,1948,29.5,40,52.8%,94,52%,42,14%,42,4%,40,18%,60,16%,16,14%,36,30%
Kai Jones,21.8,CHA,Big,468,13.4,30,54.5%,58,56%,66,25%,64,5%,68,30%,57,7%,42,8%,42,14%
Tre Jones,22.8,SAS,Point,1981,29.1,28,49.0%,87,36%,91,37%,35,7%,76,44%,57,7%,11,13%,11,20%
Tyus Jones,26.5,MEM,Combo,1918,24.0,56,52.9%,7,11%,97,36%,51,9%,92,45%,48,9%,62,35%,58,44%
Derrick Jones Jr.,25.7,CHI,Big,845,14.1,38,56.0%,69,61%,7,8%,12,0%,4,8%,92,20%,47,11%,66,30%
DeAndre Jordan,34.3,DEN,Big,568,15.0,99,76.8%,99,90%,5,7%,33,2%,6,9%,0,0%,19,1%,15,1%
Cory Joseph,31.2,DET,Combo,1184,19.7,57,53.3%,17,17%,73,25%,61,10%,69,35%,47,9%,72,38%,64,47%
Nikola Jovic,19.4,MIA,Big,192,13.7,4,45.5%,19,32%,22,14%,82,8%,43,22%,81,14%,87,32%,85,46%
Johnny Juzang,21.6,UTA,Wing,216,12.0,1,42.3%,3,8%,56,17%,88,16%,78,34%,64,16%,78,42%,75,59%
Frank Kaminsky,29.6,ATL,Big,132,6.3,93,69.1%,16,30%,65,24%,48,3%,56,27%,41,3%,93,41%,83,43%
Luke Kennard,26.4,LAC,Wing,720,20.6,92,61.0%,10,12%,46,15%,74,12%,61,27%,38,13%,87,48%,79,61%
Luke Kennard,26.4,MEM,Combo,566,23.6,99,71.4%,1,8%,3,8%,20,6%,4,15%,90,18%,96,59%,99,78%
Walker Kessler,21.3,UTA,Big,1693,22.9,95,72.0%,95,85%,21,13%,27,1%,16,14%,24,0%,15,0%,13,1%
Corey Kispert,23.7,WAS,Wing,2066,27.9,97,63.5%,44,25%,26,11%,21,3%,17,13%,60,16%,86,47%,83,62%
Maxi Kleber,30.8,DAL,Big,923,25.0,48,57.2%,13,28%,3,6%,57,4%,8,10%,90,19%,95,43%,95,62%
Nathan Knight,25.1,MIN,Big,236,8.8,64,60.2%,67,60%,33,16%,25,1%,26,17%,59,7%,56,16%,52,23%
Kevin Knox,23.2,POR,Forward,305,18.0,44,53.4%,68,38%,36,11%,78,8%,44,19%,44,12%,60,31%,54,43%
Kevin Knox,23.2,DET,Wing,556,14.3,83,58.6%,38,23%,34,13%,17,2%,23,15%,95,30%,56,32%,82,62%
Christian Koloko,22.4,TOR,Big,766,14.2,11,49.6%,86,76%,41,18%,15,1%,31,19%,42,3%,28,2%,29,6%
John Konchar,26.6,MEM,Wing,1445,20.4,40,52.3%,75,37%,13,8%,16,2%,7,11%,93,29%,35,24%,64,53%
Furkan Korkmaz,25.3,PHI,Wing,280,10.4,17,48.2%,66,34%,70,21%,60,8%,69,29%,33,12%,39,25%,30,37%
Luke Kornet,27.3,BOS,Big,698,10.7,88,65.7%,90,78%,27,14%,17,1%,20,15%,44,4%,30,3%,33,7%
Vit Krejci,22.4,ATL,Forward,104,5.8,0,28.9%,40,30%,24,10%,62,5%,30,15%,6,5%,94,50%,70,55%
Jonathan Kuminga,20.1,GSW,Forward,1308,19.5,78,57.6%,84,47%,72,25%,44,4%,66,29%,34,11%,14,14%,24,25%
Kyle Kuzma,27.3,WAS,Forward,2238,35.0,36,52.3%,38,28%,80,26%,76,8%,78,34%,32,10%,56,28%,42,38%
Jake LaRavia,21.0,MEM,Forward,325,13.0,84,58.1%,22,22%,6,5%,0,0%,4,5%,40,12%,98,61%,88,72%
Zach LaVine,27.6,CHI,Wing,2768,36.0,69,55.8%,75,37%,32,12%,89,17%,64,28%,9,5%,52,30%,26,35%
Anthony Lamb,24.8,GSW,Big,1109,18.2,56,58.4%,8,22%,26,14%,45,3%,25,17%,95,23%,92,39%,95,62%
Jock Landale,27.0,PHX,Big,911,13.6,47,57.0%,49,50%,68,25%,52,3%,64,28%,30,1%,64,21%,51,22%
Romeo Langford,23.0,SAS,Wing,815,19.0,30,51.0%,79,37%,100,36%,39,5%,91,41%,41,13%,5,9%,5,22%
Caris LeVert,28.2,CLE,Wing,2206,29.8,34,51.3%,58,31%,79,24%,44,5%,68,29%,26,10%,51,30%,38,40%
Damion Lee,30.0,PHX,Wing,1420,19.5,75,57.0%,15,16%,66,20%,70,11%,72,31%,81,23%,54,31%,66,54%
Saben Lee,23.4,PHX,Combo,318,15.9,26,49.0%,99,56%,37,18%,13,4%,24,22%,28,7%,4,15%,4,22%
Alex Len,29.4,SAC,Big,132,7.4,12,50.0%,94,85%,16,12%,0,0%,12,12%,0,0%,35,4%,25,4%
Kawhi Leonard,31.3,LAC,Forward,1745,33.6,74,57.3%,18,21%,86,28%,100,24%,96,53%,8,5%,40,21%,30,26%
Meyers Leonard,30.7,MIL,Big,100,14.3,72,61.5%,26,38%,5,7%,54,3%,10,10%,58,7%,96,45%,90,52%
Kira Lewis Jr.,21.6,NOP,Point,170,13.1,74,55.4%,83,31%,39,23%,59,11%,41,34%,61,7%,30,27%,39,34%
Damian Lillard,32.3,POR,Point,2105,36.3,83,56.6%,80,30%,2,12%,46,8%,9,21%,26,3%,85,46%,67,49%
Nassir Little,22.7,POR,Wing,953,17.7,54,54.1%,51,27%,31,12%,72,11%,44,23%,18,8%,77,42%,60,50%
Isaiah Livers,24.3,DET,Wing,1180,22.7,70,56.0%,11,13%,19,10%,64,9%,32,19%,85,25%,79,43%,89,68%
Kenneth Lofton,20.2,MEM,Big,112,10.3,58,59.3%,71,63%,16,11%,94,15%,50,26%,50,5%,41,6%,39,11%
Kevon Looney,26.7,GSW,Big,1961,23.9,79,62.9%,81,72%,64,24%,55,4%,61,28%,0,0%,16,0%,10,0%
Brook Lopez,34.6,MIL,Big,2367,30.4,66,60.6%,22,34%,47,20%,79,8%,63,28%,63,8%,84,30%,75,38%
Robin Lopez,34.6,CLE,Big,243,9.0,86,65.2%,35,42%,100,51%,50,3%,97,54%,35,1%,30,3%,27,4%
Kevin Love,34.1,MIA,Big,414,19.7,12,50.0%,4,15%,21,13%,53,3%,25,17%,75,11%,99,56%,99,68%
Kevin Love,34.1,CLE,Big,820,20.0,16,51.1%,2,14%,19,13%,76,7%,33,20%,75,12%,98,55%,98,66%
Kyle Lowry,36.6,MIA,Point,1706,31.0,50,51.7%,28,20%,4,14%,30,7%,7,21%,87,12%,93,48%,93,60%
Trey Lyles,27.0,SAC,Big,1212,16.4,53,57.8%,24,37%,9,8%,18,1%,7,9%,91,20%,88,34%,90,54%
Theo Maledon,21.4,CHA,Combo,798,18.6,13,46.8%,71,31%,93,31%,16,4%,71,36%,3,3%,42,31%,25,33%
Sandro Mamukelashvili,23.4,SAS,Big,423,22.3,19,51.8%,43,45%,40,18%,42,2%,33,20%,51,5%,81,30%,73,35%
Sandro Mamukelashvili,23.4,MIL,Big,178,8.9,2,42.7%,34,41%,10,9%,0,0%,5,9%,85,15%,89,35%,89,50%
Terance Mann,26.0,LAC,Combo,1804,22.3,94,59.8%,90,44%,26,16%,19,6%,21,22%,89,17%,10,17%,26,34%
Tre Mann,21.7,OKC,Combo,1094,16.8,20,48.3%,27,20%,64,23%,47,9%,55,32%,31,7%,81,41%,70,48%
Lauri Markkanen,25.4,UTA,Forward,2270,34.4,86,58.7%,52,33%,62,21%,60,5%,60,26%,24,8%,64,33%,48,41%
Naji Marshall,24.8,NOP,Wing,1748,22.7,27,50.3%,68,34%,91,28%,32,4%,76,32%,58,16%,17,19%,25,34%
Caleb Martin,27.1,MIA,Wing,2031,28.6,54,54.2%,65,33%,41,15%,75,12%,58,26%,70,19%,28,22%,40,41%
Cody Martin,27.1,CHA,Wing,130,18.7,5,44.3%,85,41%,28,11%,81,14%,54,24%,62,16%,18,19%,26,35%
Kenyon Martin Jr.,21.8,HOU,Wing,2269,27.7,93,62.0%,97,58%,48,16%,0,0%,25,16%,13,7%,23,19%,10,26%
Garrison Mathews,26.0,HOU,Wing,566,12.9,37,51.8%,4,9%,1,3%,8,1%,0,4%,77,22%,100,66%,100,88%
Bennedict Mathurin,20.4,IND,Wing,2203,28.2,23,49.3%,89,44%,79,23%,37,5%,64,28%,11,6%,28,22%,13,28%
Wesley Matthews,36.0,MIL,Wing,771,15.1,19,48.7%,14,15%,9,7%,34,4%,11,12%,90,28%,83,45%,95,73%
Tyrese Maxey,22.0,PHI,Combo,2012,33.5,83,56.9%,73,31%,67,23%,42,9%,57,32%,43,9%,37,28%,34,37%
Skylar Mays,25.2,POR,Combo,181,30.2,97,60.9%,67,29%,47,19%,88,15%,63,34%,36,7%,39,29%,31,37%
Miles McBride,22.1,NYK,Combo,700,12.3,6,44.9%,28,21%,19,13%,36,8%,19,20%,98,23%,64,35%,88,59%
CJ McCollum,31.1,NOP,Combo,2647,35.3,43,51.6%,19,17%,75,25%,90,18%,91,44%,13,5%,58,34%,38,39%
TJ McConnell,30.6,IND,Point,1491,19.9,87,56.8%,98,42%,93,41%,33,7%,80,47%,28,3%,4,7%,7,10%
Jaden McDaniels,22.1,MIN,Wing,2411,30.5,85,59.5%,77,37%,77,23%,42,5%,65,28%,73,20%,12,15%,25,35%
Jalen McDaniels,24.8,CHA,Wing,1483,26.5,32,51.1%,82,39%,66,20%,30,3%,48,24%,54,15%,32,23%,33,38%
Jalen McDaniels,24.8,PHI,Wing,398,16.6,51,53.8%,93,50%,75,23%,43,5%,63,28%,28,11%,7,11%,5,22%
Doug McDermott,30.8,SAS,Wing,1311,20.5,81,57.7%,35,22%,56,17%,35,5%,38,22%,34,12%,82,45%,69,56%
JaVale McGee,34.8,DAL,Big,318,7.8,91,66.2%,79,71%,76,27%,19,1%,62,28%,0,0%,19,1%,15,1%
Bryce McGowens,20.0,CHA,Wing,710,17.3,20,48.9%,87,42%,63,19%,11,2%,35,21%,56,15%,30,23%,32,38%
Rodney McGruder,31.3,DET,Wing,491,17.0,63,55.3%,22,19%,62,19%,28,3%,40,22%,91,29%,52,30%,77,59%
Jordan McLaughlin,26.6,MIN,Point,664,15.5,57,51.8%,67,27%,33,22%,7,2%,11,24%,96,17%,50,32%,70,49%
De'Anthony Melton,24.4,PHI,Combo,2138,27.8,69,54.6%,46,25%,16,12%,7,3%,7,15%,87,16%,89,44%,90,60%
Chimezie Metu,25.6,SAC,Big,657,10.3,70,61.1%,67,61%,56,22%,41,2%,47,24%,34,1%,53,14%,45,16%
Khris Middleton,31.2,MIL,Wing,792,24.0,26,50.3%,19,17%,81,24%,93,21%,95,45%,10,5%,57,32%,32,38%
Patty Mills,34.2,BKN,Combo,536,13.4,53,52.8%,2,8%,6,9%,92,19%,37,27%,85,16%,93,49%,94,64%
Shake Milton,26.1,PHI,Combo,1494,19.9,64,53.9%,83,38%,85,29%,29,7%,70,36%,38,8%,16,18%,11,26%
Davion Mitchell,24.2,SAC,Combo,1424,17.8,61,53.7%,57,27%,15,12%,78,13%,28,24%,55,10%,73,39%,73,49%
Donovan Mitchell,26.1,CLE,Combo,2431,35.8,89,57.6%,55,26%,42,19%,81,13%,56,32%,2,3%,79,40%,53,43%
Evan Mobley,21.4,CLE,Big,2714,34.4,43,56.6%,53,51%,88,34%,67,5%,84,39%,45,4%,37,5%,35,10%
Malik Monk,24.7,SAC,Wing,1707,22.2,55,54.2%,60,31%,54,17%,42,5%,41,22%,20,8%,71,38%,52,46%
Moses Moody,20.4,GSW,Wing,725,12.3,89,60.1%,53,28%,26,11%,21,3%,17,13%,83,24%,65,35%,76,59%
Ja Morant,23.2,MEM,Point,1947,31.9,39,50.8%,93,40%,83,35%,22,5%,59,39%,15,3%,15,18%,13,21%
Marcus Morris,33.2,LAC,Big,1822,28.0,19,51.6%,1,10%,68,25%,98,19%,93,44%,73,11%,90,35%,85,46%
Markieff Morris,33.2,BKN,Big,275,10.2,17,51.3%,2,10%,39,17%,95,15%,77,32%,97,25%,88,33%,93,58%
Monte Morris,27.3,WAS,Point,1693,27.3,78,55.8%,22,19%,46,25%,96,19%,70,43%,78,10%,35,27%,50,38%
Trey Murphy III,22.4,NOP,Wing,2421,30.7,93,61.7%,50,27%,28,11%,28,3%,23,14%,67,17%,76,42%,75,59%
Dejounte Murray,26.1,ATL,Combo,2686,36.3,42,51.4%,26,20%,84,29%,100,23%,99,52%,33,7%,20,21%,16,28%
Jamal Murray,25.7,DEN,Combo,2128,32.7,66,54.4%,33,22%,51,20%,96,20%,87,40%,16,5%,56,34%,39,39%
Keegan Murray,22.2,SAC,Forward,2356,29.5,88,58.8%,26,24%,34,11%,38,4%,28,15%,74,19%,86,43%,82,62%
Mike Muscala,31.3,OKC,Big,621,14.5,52,57.6%,5,16%,8,8%,85,9%,28,18%,76,12%,97,54%,97,66%
Mike Muscala,31.3,BOS,Big,297,18.6,69,61.0%,3,15%,14,10%,63,5%,21,15%,99,27%,95,43%,99,70%
Sviatoslav Mykhailiuk,25.4,CHA,Wing,412,22.9,72,56.5%,47,25%,36,13%,60,9%,37,21%,72,19%,62,34%,66,53%
Larry Nance Jr.,29.8,NOP,Big,1368,21.1,79,63.0%,66,60%,62,23%,55,4%,55,27%,60,7%,38,6%,41,13%
Andrew Nembhard,22.8,IND,Combo,2044,27.3,40,51.3%,30,21%,81,28%,67,11%,84,39%,64,11%,38,29%,45,40%
Aaron Nesmith,23.0,IND,Forward,1800,24.7,38,52.4%,50,32%,48,15%,36,3%,42,19%,80,23%,52,27%,64,50%
Raul Neto,30.5,CLE,Combo,413,11.8,85,57.3%,82,38%,52,20%,12,4%,27,24%,49,9%,36,28%,37,38%
Georges Niang,29.4,PHI,Forward,1489,19.1,92,59.9%,8,14%,26,10%,4,0%,20,10%,62,16%,96,60%,92,76%
Daishen Nix,20.7,HOU,Point,843,15.1,4,42.3%,76,28%,9,15%,9,2%,4,17%,67,8%,89,47%,87,55%
Zeke Nnaji,21.8,DEN,Big,645,14.7,78,62.8%,74,66%,4,6%,13,1%,2,7%,72,11%,57,16%,60,27%
Nerlens Noel,28.6,DET,Big,136,11.4,1,40.4%,28,39%,98,43%,88,11%,96,54%,0,0%,42,7%,34,7%
Jaylen Nowell,23.3,MIN,Combo,1230,18.9,39,51.1%,75,33%,78,27%,25,6%,61,33%,25,6%,35,28%,27,34%
Frank Ntilikina,24.3,DAL,Wing,541,12.3,7,45.0%,36,22%,64,20%,71,11%,75,31%,71,19%,46,28%,53,47%
Kendrick Nunn,27.2,LAL,Combo,495,13.4,37,50.6%,39,23%,38,18%,58,10%,43,28%,69,12%,67,37%,72,49%
Kendrick Nunn,27.2,WAS,Wing,413,14.8,53,54.1%,25,19%,76,23%,80,13%,81,35%,32,11%,60,34%,50,45%
Jusuf Nurkic,28.2,POR,Big,1387,26.7,41,56.3%,59,57%,48,20%,35,2%,40,22%,42,3%,62,18%,48,21%
Jordan Nwora,24.1,MIL,Wing,540,15.0,21,49.2%,46,25%,38,14%,66,10%,49,24%,47,14%,72,38%,62,52%
Jordan Nwora,24.1,IND,Wing,586,24.4,77,57.1%,70,34%,59,18%,48,6%,50,24%,53,15%,43,27%,43,41%
Royce O'Neale,29.4,BKN,Wing,2382,31.3,46,53.0%,32,21%,23,11%,5,1%,9,11%,34,12%,96,56%,89,68%
Chuma Okeke,24.2,ORL,Wing,487,19.5,8,45.0%,38,23%,7,7%,29,3%,6,10%,52,14%,93,53%,87,67%
Josh Okogie,24.2,PHX,Wing,1258,18.5,13,46.7%,72,36%,60,18%,38,5%,44,23%,74,20%,25,21%,42,41%
Onyeka Okongwu,21.9,ATL,Big,1835,22.9,84,64.1%,80,72%,39,17%,84,9%,52,26%,38,2%,15,0%,19,2%
Isaac Okoro,21.8,CLE,Wing,1615,21.3,81,57.7%,91,46%,21,10%,4,0%,7,11%,99,39%,1,4%,47,43%
KZ Okpala,23.5,SAC,Wing,213,6.7,9,45.6%,28,21%,58,18%,48,6%,48,24%,98,35%,25,21%,68,56%
Victor Oladipo,30.5,MIA,Combo,1100,26.2,21,48.4%,40,23%,46,19%,45,9%,39,28%,57,10%,74,39%,74,49%
Kelly Olynyk,31.5,UTA,Big,1942,28.6,55,58.2%,18,31%,70,25%,71,6%,75,31%,65,8%,85,30%,76,38%
Eugene Omoruyi,25.7,OKC,Big,237,10.8,7,47.5%,72,64%,4,7%,23,1%,4,8%,83,15%,52,14%,61,28%
Eugene Omoruyi,25.7,DET,Forward,358,21.1,14,48.8%,78,45%,46,15%,16,1%,34,16%,70,18%,36,21%,44,39%
Cedi Osman,27.6,CLE,Wing,1492,19.4,77,57.1%,62,32%,25,11%,18,2%,15,13%,54,15%,75,40%,68,55%
Kelly Oubre,26.9,CHA,Wing,1546,32.2,25,49.8%,68,34%,74,22%,40,5%,62,27%,38,13%,42,26%,34,39%
Chris Paul,37.5,PHX,Point,1886,32.0,48,51.6%,2,5%,67,29%,98,28%,98,58%,24,3%,61,35%,48,38%
Cameron Payne,28.2,PHX,Point,939,19.6,30,49.1%,24,19%,74,32%,52,10%,65,42%,39,4%,59,34%,52,38%
Gary Payton II,29.9,GSW,Wing,123,17.6,99,67.9%,93,48%,68,21%,0,0%,36,21%,87,28%,1,3%,19,31%
Gary Payton II,29.9,POR,Wing,255,17.0,100,69.5%,97,54%,4,5%,0,0%,1,5%,92,29%,8,12%,44,41%
Theo Pinson,27.0,DAL,Wing,253,8.5,17,47.3%,30,21%,22,10%,9,1%,10,12%,17,8%,98,60%,88,68%
Mason Plumlee,32.7,LAC,Big,449,19.5,96,72.4%,96,85%,22,14%,21,1%,18,15%,0,0%,0,0%,0,0%
Mason Plumlee,32.7,CHA,Big,1595,28.5,92,66.9%,92,83%,30,15%,47,3%,27,17%,0,0%,0,0%,0,0%
Jakob Poeltl,27.0,SAS,Big,1198,26.1,73,61.8%,61,58%,96,40%,36,2%,90,42%,0,0%,0,0%,0,0%
Jakob Poeltl,27.0,TOR,Big,706,27.2,87,65.2%,58,56%,98,44%,0,0%,92,44%,0,0%,0,0%,0,0%
Aleksej Pokusevski,20.8,OKC,Big,697,20.5,18,51.4%,27,39%,36,17%,62,5%,35,21%,76,12%,78,28%,79,40%
Jordan Poole,23.4,GSW,Combo,2444,29.8,46,51.8%,42,24%,54,20%,63,11%,53,31%,20,6%,78,40%,62,46%
Kevin Porter,22.5,HOU,Point,2023,34.3,59,52.4%,54,24%,50,25%,50,10%,43,35%,46,5%,63,36%,54,41%
Michael Porter,24.3,DEN,Wing,1795,29.0,89,60.4%,40,24%,15,10%,83,14%,46,23%,30,11%,77,42%,65,53%
Otto Porter,29.4,TOR,Wing,139,17.4,84,58.9%,39,23%,17,10%,89,17%,59,27%,43,13%,67,37%,59,50%
Bobby Portis,27.7,MIL,Big,1795,25.6,35,55.7%,13,29%,80,28%,91,13%,87,41%,73,11%,63,19%,67,31%
Kristaps Porzingis,27.2,WAS,Big,2119,32.6,44,56.7%,10,24%,82,29%,97,17%,95,45%,38,2%,80,29%,68,31%
Dwight Powell,31.3,DAL,Big,1449,19.3,97,73.5%,99,91%,2,6%,32,2%,2,7%,28,1%,20,1%,18,2%
Norman Powell,29.4,LAC,Wing,1535,25.6,68,55.7%,66,34%,67,20%,69,11%,73,31%,36,12%,33,23%,28,36%
Taurean Prince,28.6,MIN,Forward,1182,21.9,76,57.4%,44,30%,50,15%,74,7%,56,22%,78,21%,50,26%,56,47%
Payton Pritchard,24.8,BOS,Point,549,12.8,61,53.2%,35,21%,0,8%,28,6%,0,14%,93,15%,98,50%,98,65%
Immanuel Quickley,23.4,NYK,Combo,2302,28.4,65,54.2%,16,17%,89,30%,38,8%,79,38%,73,13%,53,32%,61,45%
Julius Randle,27.9,NYK,Forward,2733,35.5,48,53.9%,36,28%,64,22%,82,11%,74,32%,12,6%,66,34%,46,40%
Austin Reaves,24.4,LAL,Wing,1837,28.7,95,62.3%,52,27%,85,26%,63,9%,80,35%,35,12%,42,26%,34,38%
Cameron Reddish,23.2,POR,Wing,550,27.5,44,52.9%,62,32%,70,21%,11,2%,42,23%,65,17%,46,28%,50,45%
Cameron Reddish,23.2,NYK,Wing,437,21.9,31,51.1%,88,44%,42,15%,36,5%,33,19%,50,14%,31,23%,30,37%
Davon Reed,27.4,DEN,Wing,235,9.8,0,37.3%,18,17%,45,15%,85,15%,74,31%,48,14%,73,38%,64,52%
Paul Reed,23.4,PHI,Big,698,10.9,70,61.0%,87,77%,41,18%,44,2%,34,20%,24,0%,25,2%,21,2%
Naz Reid,23.2,MIN,Big,1229,18.1,65,60.3%,40,44%,50,20%,16,1%,36,21%,56,7%,79,28%,72,35%
Jared Rhoden,23.2,DET,Big,178,12.7,4,44.9%,12,27%,38,17%,86,10%,55,27%,94,22%,69,24%,86,46%
Nick Richards,24.9,CHA,Big,1183,19.4,75,62.1%,93,84%,27,15%,28,1%,24,16%,0,0%,16,0%,10,0%
Josh Richardson,29.1,SAS,Combo,980,23.3,58,53.6%,8,11%,43,19%,99,20%,83,39%,37,8%,82,42%,75,50%
Josh Richardson,29.1,NOP,Combo,509,22.1,60,53.6%,13,15%,30,17%,75,12%,45,29%,75,14%,83,42%,85,56%
Austin Rivers,30.3,MIN,Wing,1011,19.5,59,54.6%,59,31%,40,14%,0,0%,22,14%,99,38%,14,16%,67,54%
Duncan Robinson,28.5,MIA,Wing,658,16.5,30,50.9%,2,7%,17,10%,23,3%,13,13%,69,18%,99,63%,98,81%
Mitchell Robinson,24.6,NYK,Big,1588,26.9,93,67.1%,100,96%,1,3%,10,0%,1,4%,0,0%,0,0%,0,0%
Orlando Robinson,22.3,MIA,Big,407,13.1,24,53.5%,70,63%,84,30%,22,1%,75,31%,46,4%,25,2%,32,6%
Jeremiah Robinson-Earl,22.0,OKC,Big,785,18.7,18,51.5%,50,50%,2,4%,56,4%,3,8%,88,17%,70,25%,82,42%
Isaiah Roby,24.7,SAS,Big,372,10.1,15,50.4%,21,34%,59,22%,69,6%,64,28%,67,9%,82,30%,76,38%
David Roddy,21.6,MEM,Wing,1147,17.4,29,50.8%,71,35%,47,16%,10,1%,28,17%,80,22%,41,26%,56,48%
