Player,Age,Team,Pos,MIN,MPG,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Jaime Jaquez Jr.,24.7,MIA,Forward,1565,28.5,47,52.7%,71,69%,67,44%,78,48%,76,44%,29,33%,0,22%,10,26%
Daniss Jenkins,24.2,DET,Combo,757,16.5,14,47.4%,37,60%,19,34%,40,37%,25,35%,34,36%,58,36%,56,36%
Ty Jerome,28.3,MEM,Combo,167,21.0,99,63.1%,34,58%,98,63%,96,67%,99,63%,0,100%,88,40%,94,43%
Isaiah Joe,26.3,OKC,Wing,1006,19.4,91,61.6%,22,59%,44,40%,76,50%,69,45%,98,54%,82,39%,91,43%
AJ Johnson,20.9,WAS,Combo,136,8.0,0,39.8%,6,47%,18,33%,1,0%,14,32%,0,25%,0,29%,8,28%
Cameron Johnson,29.7,DEN,Wing,1113,30.9,69,56.1%,59,68%,6,23%,49,37%,11,29%,46,38%,94,43%,86,42%
Jalen Johnson,23.9,ATL,Forward,1900,35.2,63,54.1%,80,71%,63,43%,69,41%,71,43%,19,24%,75,36%,49,35%
Keldon Johnson,25.9,SAS,Wing,1375,23.3,89,60.8%,55,67%,91,55%,37,33%,91,54%,49,38%,84,39%,74,39%
Keshad Johnson,24.4,MIA,Wing,113,10.3,3,41.2%,5,50%,4,20%,0,,3,20%,0,43%,0,13%,0,27%
Tre Johnson,19.7,WAS,Combo,1071,23.8,60,53.1%,27,57%,57,45%,88,54%,80,48%,94,52%,51,34%,77,38%
Nikola Jokic,30.7,DEN,Big,1513,34.4,75,62.7%,80,75%,89,57%,89,54%,91,56%,0,50%,84,40%,83,41%
Herbert Jones,27.1,NOP,Wing,1069,28.9,9,46.6%,11,55%,22,34%,59,41%,29,37%,17,30%,23,30%,16,30%
Kam Jones,23.7,IND,Wing,304,15.2,20,50.0%,69,69%,63,44%,89,60%,75,47%,0,30%,24,30%,16,30%
Spencer Jones,24.4,DEN,Forward,1135,23.2,98,62.3%,57,66%,98,57%,84,50%,96,56%,57,39%,100,46%,92,41%
Tre Jones,25.8,CHI,Combo,1136,26.4,90,57.4%,73,67%,49,42%,89,56%,55,44%,82,48%,6,25%,25,32%
Tyus Jones,29.5,DAL,Point,121,15.2,6,40.3%,0,33%,100,71%,79,50%,100,64%,0,33%,0,14%,0,18%
Tyus Jones,29.5,ORL,Point,748,15.6,13,43.9%,19,50%,40,41%,21,33%,31,40%,29,32%,22,29%,20,30%
Derrick Jones Jr.,28.7,LAC,Forward,672,25.9,94,60.4%,100,80%,51,40%,31,25%,49,38%,50,37%,75,36%,73,36%
Nikola Jovic,22.4,MIA,Forward,758,18.5,10,44.3%,31,60%,37,37%,10,0%,22,32%,0,16%,48,33%,14,28%
Ryan Kalkbrenner,23.8,CHA,Big,1056,22.0,97,76.7%,94,80%,94,62%,94,100%,96,63%,0,,0,0%,0,0%
Miles Kelly,22.8,DAL,Wing,114,9.5,31,51.4%,97,100%,0,0%,91,67%,40,40%,96,53%,0,8%,31,33%
Luke Kennard,29.4,ATL,Combo,913,19.9,100,69.5%,7,48%,96,61%,95,65%,98,62%,95,55%,98,48%,100,51%
Luke Kennard,29.4,LAL,Wing,169,21.2,100,73.9%,96,92%,96,64%,94,100%,97,73%,0,33%,0,45%,84,41%
Walker Kessler,24.3,UTA,Big,152,30.5,99,78.4%,42,67%,99,75%,0,,99,75%,0,100%,0,67%,0,75%
Corey Kispert,26.7,ATL,Wing,423,20.2,66,55.6%,20,59%,88,52%,0,,86,52%,59,41%,59,36%,55,37%
Corey Kispert,26.7,WAS,Wing,369,19.5,93,62.2%,85,74%,77,50%,0,,81,50%,59,41%,83,39%,77,39%
Maxi Kleber,33.8,LAL,Big,292,11.2,5,47.7%,53,69%,28,38%,45,25%,22,33%,0,0%,0,31%,6,25%
Dalton Knecht,24.5,LAL,Wing,399,11.4,15,48.8%,63,68%,95,62%,54,40%,94,58%,7,25%,13,28%,12,27%
Kon Knueppel,20.2,CHA,Wing,1872,31.7,94,62.3%,41,64%,91,54%,34,30%,81,49%,89,50%,93,43%,95,44%
Tyler Kolek,24.6,NYK,Combo,536,13.1,36,50.6%,55,64%,39,39%,65,44%,39,40%,0,46%,37,33%,50,35%
Christian Koloko,25.4,ATL,Big,103,14.8,10,50.0%,42,67%,13,29%,78,50%,22,33%,0,0%,0,50%,0,25%
Christian Koloko,25.4,MEM,Big,188,17.1,3,41.2%,2,50%,18,30%,18,0%,11,27%,0,,0,0%,0,0%
Yanic Konan Niederhäuser,22.6,LAC,Big,274,10.5,87,64.8%,30,64%,98,69%,18,0%,98,64%,0,,0,50%,0,50%
John Konchar,29.6,UTA,Wing,159,22.7,0,37.1%,69,69%,77,50%,0,,81,50%,0,17%,0,0%,0,6%
John Konchar,29.6,MEM,Wing,409,14.6,83,59.4%,91,77%,98,75%,11,0%,95,60%,9,26%,0,40%,24,32%
Luke Kornet,30.3,SAS,Big,1078,22.0,88,65.1%,62,70%,30,39%,18,0%,27,36%,0,,0,,0,
Vit Krejci,25.4,ATL,Wing,992,21.6,96,62.6%,67,69%,75,48%,91,67%,81,50%,50,39%,95,44%,89,42%
Vit Krejci,25.4,POR,Wing,182,18.2,56,54.2%,97,100%,96,64%,94,100%,96,69%,32,35%,13,28%,18,30%
Jonathan Kuminga,23.1,GSW,Forward,474,23.7,31,49.5%,39,62%,76,46%,18,8%,53,39%,43,36%,23,29%,29,32%
Kyle Kuzma,30.3,MIL,Forward,1458,26.5,61,53.9%,67,68%,41,38%,73,42%,47,38%,45,37%,64,34%,53,35%
Jake LaRavia,24.0,LAL,Wing,1500,25.9,63,55.1%,82,73%,48,41%,37,33%,40,40%,14,29%,72,37%,30,33%
Zach LaVine,30.6,SAC,Wing,1223,31.4,74,57.3%,75,71%,83,51%,52,39%,68,45%,75,45%,73,38%,77,39%
Jock Landale,30.0,MEM,Big,1058,23.5,55,57.7%,27,63%,84,53%,66,40%,82,51%,46,37%,74,38%,68,38%
Jock Landale,30.0,ATL,Big,174,19.4,74,62.7%,13,58%,54,45%,94,100%,74,50%,84,47%,0,50%,100,48%
Chaz Lanier,23.9,DET,Combo,120,11.0,55,52.6%,0,,100,100%,28,33%,90,50%,0,0%,94,43%,54,35%
Pelle Larsson,24.7,MIA,Wing,1201,25.0,67,55.8%,79,72%,61,44%,11,0%,55,42%,43,38%,22,30%,28,32%
Caris LeVert,31.2,DET,Wing,791,19.3,37,52.0%,81,72%,19,32%,59,41%,21,34%,65,42%,50,35%,51,36%
Kawhi Leonard,34.3,LAC,Wing,1425,32.4,68,56.1%,84,74%,90,53%,69,45%,86,50%,40,37%,77,38%,69,38%
Dereck Lively II,21.7,DAL,Big,115,16.5,70,61.1%,25,63%,70,50%,0,,74,50%,0,,0,,0,
Isaiah Livers,27.3,PHX,Forward,290,9.7,8,43.9%,59,67%,0,0%,10,0%,0,0%,0,31%,34,31%,22,31%
Kevon Looney,29.7,NOP,Big,250,13.9,4,45.2%,35,66%,0,0%,35,17%,4,9%,0,0%,0,13%,0,11%
Brook Lopez,37.6,LAC,Big,974,19.1,10,50.0%,11,57%,61,47%,44,24%,43,42%,86,47%,35,32%,45,35%
Caleb Love,24.1,POR,Combo,948,21.1,22,48.8%,29,58%,33,37%,57,41%,34,39%,8,24%,52,35%,35,33%
Kevin Love,37.1,UTA,Big,549,17.2,22,52.3%,0,37%,97,65%,78,50%,95,63%,98,56%,30,31%,58,36%
Sandro Mamukelashvili,26.4,TOR,Big,1248,21.9,67,60.2%,71,72%,57,46%,78,50%,59,46%,60,40%,68,37%,65,38%
Terance Mann,29.0,BKN,Wing,1245,24.9,62,55.0%,47,66%,49,41%,49,37%,44,40%,55,40%,64,36%,64,38%
Tre Mann,24.7,CHA,Combo,549,15.3,5,43.1%,10,50%,28,36%,27,32%,24,35%,34,36%,17,29%,18,31%
Lauri Markkanen,28.4,UTA,Forward,1430,34.1,67,54.7%,84,71%,69,44%,49,33%,65,42%,86,44%,52,33%,57,35%
Naji Marshall,27.8,DAL,Wing,1727,29.8,75,57.4%,74,70%,94,59%,34,30%,94,56%,24,33%,10,27%,18,30%
Caleb Martin,30.1,DAL,Forward,693,14.5,33,50.0%,69,68%,12,25%,37,26%,12,25%,60,39%,0,31%,76,37%
Tyrese Martin,26.7,BKN,Combo,658,18.8,30,49.6%,93,72%,6,22%,83,50%,7,27%,5,23%,60,36%,35,33%
Jahmai Mashack,23.0,MEM,Wing,212,17.7,10,46.8%,31,63%,19,33%,0,,18,33%,0,0%,55,35%,8,26%
Garrison Mathews,29.0,IND,Wing,179,12.0,77,57.8%,5,50%,99,100%,0,,99,100%,85,47%,34,32%,63,38%
Bennedict Mathurin,23.4,LAC,Wing,186,31.0,6,43.4%,61,68%,7,25%,69,45%,24,36%,0,67%,0,14%,3,21%
Bennedict Mathurin,23.4,IND,Wing,889,31.8,34,51.5%,15,57%,59,43%,53,40%,54,42%,97,53%,43,34%,61,37%
Karlo Matkovic,24.6,NOP,Big,616,14.0,96,71.9%,100,86%,6,20%,0,,5,20%,100,57%,39,33%,97,45%
Tyrese Maxey,25.0,PHI,Point,2188,38.4,65,54.5%,63,64%,42,42%,60,44%,46,42%,32,33%,78,38%,73,38%
Miles McBride,25.1,NYK,Combo,968,27.7,88,57.1%,54,64%,12,31%,76,47%,41,40%,45,39%,93,43%,89,42%
Jared McCain,21.7,PHI,Combo,581,15.7,18,48.4%,10,50%,14,32%,17,26%,11,30%,65,41%,72,37%,79,38%
Jared McCain,21.7,OKC,Combo,154,17.2,96,60.0%,18,54%,49,42%,100,75%,81,48%,0,40%,98,48%,99,47%
CJ McCollum,34.1,WAS,Combo,1081,30.9,69,54.4%,39,61%,63,46%,80,48%,72,46%,69,43%,80,39%,82,39%
CJ McCollum,34.1,ATL,Point,593,28.3,56,52.7%,75,68%,58,46%,52,42%,56,44%,11,24%,76,38%,53,36%
TJ McConnell,33.6,IND,Point,726,16.9,75,55.2%,94,73%,92,55%,67,47%,90,52%,0,67%,11,26%,33,32%
Jaden McDaniels,25.1,MIN,Wing,1866,32.2,80,58.8%,76,71%,57,43%,65,44%,64,43%,87,50%,92,42%,96,45%
Bryce McGowens,23.0,NOP,Wing,717,21.1,76,57.4%,21,59%,51,42%,76,50%,59,43%,73,44%,91,41%,89,43%
Jordan McLaughlin,29.6,SAS,Point,106,6.3,48,51.6%,31,57%,0,0%,0,0%,0,0%,0,33%,0,57%,94,42%
Liam McNeeley,20.1,CHA,Wing,316,12.2,13,47.5%,38,64%,6,24%,0,,4,24%,20,32%,65,37%,42,35%
De'Anthony Melton,27.4,GSW,Combo,684,22.1,27,49.4%,53,63%,77,49%,28,33%,73,47%,21,31%,12,28%,13,29%
Sam Merrill,29.5,CLE,Wing,947,25.6,99,66.5%,95,86%,44,40%,36,32%,26,36%,99,57%,96,44%,98,46%
Khris Middleton,34.2,DAL,Big,167,23.9,42,55.4%,1,40%,93,61%,74,45%,91,56%,0,43%,0,36%,69,38%
Khris Middleton,34.2,WAS,Forward,826,24.3,22,48.8%,29,57%,61,42%,82,49%,86,45%,38,35%,45,32%,37,33%
Brandon Miller,22.9,CHA,Wing,1292,30.1,36,51.9%,49,66%,49,41%,47,36%,39,40%,64,42%,66,37%,62,38%
Jordan Miller,25.8,LAC,Combo,669,19.1,76,55.4%,55,64%,80,50%,83,50%,90,50%,18,30%,64,37%,46,34%
Josh Minott,22.9,BOS,Big,491,16.4,81,63.7%,84,76%,23,32%,18,0%,16,30%,56,39%,99,49%,99,45%
Yves Missi,21.5,NOP,Big,898,19.5,35,53.9%,22,61%,19,30%,45,25%,15,30%,0,,0,0%,0,0%
Ajay Mitchell,23.4,OKC,Combo,1078,25.1,73,55.0%,76,68%,87,51%,33,35%,82,48%,56,40%,23,31%,45,34%
Davion Mitchell,27.2,MIA,Point,1404,28.7,73,55.2%,29,57%,71,48%,42,39%,69,47%,0,11%,98,45%,88,41%
Donovan Mitchell,29.1,CLE,Combo,1830,33.3,86,56.7%,66,66%,90,53%,77,47%,93,52%,50,40%,69,37%,71,37%
Evan Mobley,24.4,CLE,Big,1501,32.6,45,56.0%,76,73%,47,43%,55,33%,43,42%,2,22%,37,33%,26,31%
Jonathan Mogbo,24.0,TOR,Big,105,6.2,10,50.0%,2,50%,70,50%,0,,74,50%,0,,0,,0,
Malik Monk,27.7,SAC,Combo,1035,21.6,67,54.1%,82,70%,29,36%,60,42%,31,38%,32,35%,95,43%,90,42%
Moses Moody,23.4,GSW,Forward,1431,25.1,90,59.2%,94,77%,29,33%,57,36%,35,34%,90,45%,91,38%,88,41%
Ja Morant,26.2,MEM,Point,568,28.4,17,44.2%,48,61%,29,40%,44,39%,29,40%,0,50%,2,19%,2,24%
Trey Murphy III,25.4,NOP,Wing,1849,35.6,76,57.8%,86,74%,26,36%,68,45%,31,38%,95,52%,63,36%,68,38%
Jamal Murray,28.7,DEN,Point,1926,35.0,94,56.9%,65,65%,67,47%,63,46%,73,47%,86,48%,93,42%,96,43%
Keegan Murray,25.2,SAC,Forward,782,34.0,16,47.6%,96,77%,82,48%,63,39%,82,45%,26,26%,16,29%,16,28%
Kris Murray,25.2,POR,Wing,936,25.3,29,51.0%,36,63%,61,44%,0,,66,44%,9,25%,9,26%,6,26%
Collin Murray-Boyles,20.4,TOR,Big,1033,22.0,60,58.8%,52,69%,9,25%,35,17%,8,23%,0,29%,74,38%,56,35%
Sviatoslav Mykhailiuk,28.4,UTA,Wing,1079,23.0,89,60.8%,73,70%,94,57%,54,40%,89,54%,86,47%,49,35%,81,40%
Pete Nance,25.7,MIL,Forward,219,12.2,100,74.2%,98,77%,51,40%,0,,55,40%,0,60%,98,45%,100,51%
Larry Nance Jr.,32.8,CLE,Big,287,12.5,2,39.7%,2,50%,5,11%,0,,4,11%,37,35%,1,16%,8,26%
Andrew Nembhard,25.8,IND,Point,1488,31.7,50,51.6%,52,62%,77,49%,33,38%,50,43%,18,26%,82,39%,67,38%
Ryan Nembhard,22.6,DAL,Point,706,18.6,35,50.0%,92,73%,29,40%,56,43%,42,41%,0,25%,91,41%,76,38%
Aaron Nesmith,26.0,IND,Wing,990,30.0,16,48.9%,4,48%,39,39%,32,28%,25,36%,53,39%,61,36%,56,37%
Asa Newell,20.1,ATL,Big,384,10.7,77,63.3%,60,70%,58,46%,0,,60,46%,49,38%,98,47%,85,41%
Zeke Nnaji,24.8,DEN,Big,458,14.8,32,53.7%,68,71%,0,0%,35,17%,2,8%,0,29%,16,27%,15,28%
Jusuf Nurkic,31.2,UTA,Big,1082,26.4,33,53.8%,14,58%,81,51%,63,38%,79,50%,0,50%,49,34%,52,35%
Royce O'Neale,32.4,PHX,Forward,1755,29.3,88,59.0%,35,61%,39,37%,65,40%,43,37%,100,57%,89,38%,90,41%
Josh Okogie,27.2,HOU,Wing,1049,19.1,61,54.8%,14,57%,9,27%,37,33%,9,28%,34,36%,99,49%,79,40%
Onyeka Okongwu,24.9,ATL,Big,1722,31.3,47,56.2%,49,68%,50,44%,45,25%,50,44%,67,41%,66,37%,66,38%
Isaac Okoro,24.8,CHI,Wing,1351,26.5,57,54.2%,30,62%,12,29%,0,,11,29%,38,37%,23,30%,38,34%
Kelly Olynyk,34.5,SAS,Big,242,9.7,27,53.0%,99,83%,6,20%,55,33%,9,25%,0,50%,5,21%,9,26%
Kelly Oubre,29.9,PHI,Wing,1201,32.5,66,55.7%,44,65%,71,46%,61,42%,72,46%,74,45%,39,33%,62,38%
Chris Paul,40.5,LAC,Point,210,13.2,10,41.5%,71,67%,2,13%,19,31%,2,24%,0,50%,38,32%,41,34%
Gary Payton II,32.9,GSW,Wing,702,13.5,84,59.9%,66,69%,89,53%,0,,89,53%,54,40%,10,27%,30,33%
Micah Peavy,24.3,NOP,Wing,655,15.3,5,42.6%,21,59%,14,29%,26,25%,11,29%,1,16%,27,31%,4,22%
Noah Penda,20.8,ORL,Wing,466,12.6,17,49.2%,9,54%,28,36%,76,50%,32,38%,21,32%,59,36%,35,34%
Taelon Peter,23.7,IND,Combo,201,10.6,31,50.0%,96,75%,0,0%,1,0%,0,0%,10,25%,68,37%,35,33%
Julian Phillips,22.0,CHI,Forward,300,9.4,37,50.7%,22,56%,0,0%,96,100%,8,25%,21,25%,0,50%,35,33%
Jalen Pickett,26.0,DEN,Combo,631,19.1,35,50.6%,29,58%,48,42%,34,35%,37,39%,37,36%,70,37%,62,37%
Scotty Pippen,25.0,MEM,Point,143,20.6,31,49.2%,40,60%,44,43%,94,60%,65,46%,0,25%,36,32%,27,30%
Daeqwon Plowden,27.2,SAC,Wing,231,19.3,49,53.5%,96,89%,1,13%,0,,1,13%,3,22%,69,37%,21,31%
Mason Plumlee,35.7,CHA,Big,104,8.0,99,80.0%,95,80%,0,0%,0,,0,0%,0,,0,,0,
Brandin Podziemski,22.7,GSW,Combo,1585,26.9,65,53.6%,64,66%,60,45%,53,40%,54,43%,90,51%,48,34%,68,37%
Jakob Poeltl,30.0,TOR,Big,621,24.8,92,67.3%,86,76%,69,49%,0,,71,49%,0,,0,,0,
Jordan Poole,26.4,NOP,Combo,789,24.7,24,48.9%,8,49%,27,36%,39,36%,27,36%,92,52%,36,33%,48,35%
Craig Porter,25.7,CLE,Combo,883,17.0,51,52.2%,67,67%,22,35%,69,45%,29,36%,52,40%,57,36%,69,37%
Kevin Porter,25.5,MIL,Combo,1104,33.5,49,51.8%,58,64%,47,41%,82,49%,60,45%,19,31%,42,33%,32,33%
Michael Porter,27.3,BKN,Wing,1533,32.6,71,56.5%,93,79%,58,43%,44,35%,36,39%,13,29%,79,39%,60,37%
Bobby Portis,30.7,MIL,Big,1338,23.9,52,57.5%,28,64%,78,50%,69,43%,63,47%,95,49%,91,42%,98,45%
Kristaps Porzingis,30.3,ATL,Big,409,24.1,24,52.9%,19,60%,64,48%,77,49%,69,48%,0,64%,27,30%,53,35%
Quinten Post,25.6,GSW,Big,973,16.8,38,54.4%,61,70%,88,55%,71,44%,89,54%,18,30%,57,36%,41,34%
Micah Potter,27.6,IND,Big,493,18.3,69,60.6%,59,69%,70,50%,55,33%,67,48%,39,36%,95,44%,81,40%
Drake Powell,20.1,BKN,Combo,822,17.5,29,49.5%,89,71%,69,47%,66,45%,75,47%,16,29%,11,28%,10,28%
Dwight Powell,34.3,DAL,Big,570,13.3,76,62.9%,42,67%,0,0%,94,100%,22,33%,0,0%,0,,0,0%
Norman Powell,32.4,MIA,Wing,1468,30.0,69,56.2%,40,64%,74,47%,59,41%,71,46%,22,32%,90,40%,74,39%
Taurean Prince,31.6,MIL,Wing,168,21.1,87,60.5%,24,60%,19,33%,76,50%,40,40%,0,36%,0,50%,91,43%
Payton Pritchard,27.8,BOS,Point,1864,32.1,81,55.5%,77,68%,98,58%,58,44%,94,54%,96,50%,47,35%,55,36%
Tyrese Proctor,21.6,CLE,Combo,348,10.6,23,48.9%,52,63%,16,32%,41,38%,22,33%,39,37%,42,33%,44,34%
Olivier-Maxence Prosper,23.3,MEM,Big,487,17.4,85,64.6%,84,76%,26,36%,18,0%,21,32%,68,42%,96,45%,93,44%
Derik Queen,20.8,NOP,Big,1493,25.8,13,50.3%,23,62%,27,37%,62,37%,30,37%,21,30%,11,25%,12,27%
Neemias Queta,26.3,BOS,Big,1392,24.9,84,64.3%,77,74%,70,50%,35,14%,67,48%,0,0%,0,0%,0,0%
Immanuel Quickley,26.4,TOR,Point,1817,32.4,77,55.3%,77,68%,69,48%,54,43%,75,47%,54,38%,87,39%,80,39%
Julius Randle,30.9,MIN,Big,2002,33.4,28,53.2%,55,69%,63,47%,65,39%,54,44%,32,34%,32,31%,31,32%
Maxime Raynaud,22.6,SAC,Big,1212,23.3,49,56.5%,62,71%,85,53%,45,25%,84,52%,0,9%,39,33%,11,26%
Duop Reath,29.3,POR,Big,209,8.1,41,55.0%,18,60%,0,0%,0,,0,0%,72,43%,50,35%,72,38%
Austin Reaves,27.4,LAL,Combo,1074,33.6,95,58.4%,99,77%,88,51%,49,40%,87,49%,85,48%,56,36%,65,37%
Paul Reed,26.4,DET,Big,520,14.1,73,62.4%,79,74%,70,50%,50,27%,60,46%,0,33%,87,41%,73,38%
Naz Reid,26.2,MIN,Big,1543,26.2,55,57.8%,70,71%,70,50%,43,22%,70,49%,74,43%,66,37%,77,39%
Will Richard,22.9,GSW,Wing,965,18.2,91,61.0%,91,77%,69,46%,91,63%,81,50%,48,38%,63,36%,60,37%
Nick Richards,27.9,PHX,Big,231,9.2,6,48.4%,2,50%,57,46%,78,50%,60,46%,0,,0,,0,
Nick Richards,27.9,CHI,Combo,166,20.8,43,51.1%,47,62%,4,20%,0,,2,20%,0,67%,0,0%,0,33%
Jase Richardson,20.0,ORL,Combo,424,12.1,87,57.0%,92,72%,58,45%,92,57%,76,47%,74,44%,33,32%,67,37%
Will Riley,19.7,WAS,Wing,726,15.5,14,47.7%,31,63%,34,38%,44,35%,31,38%,3,21%,44,34%,23,31%
Zaccharie Risacher,20.6,ATL,Wing,1102,23.5,47,53.2%,27,61%,68,46%,43,34%,49,41%,38,37%,48,34%,46,35%
Duncan Robinson,31.5,DET,Wing,1568,28.0,82,59.3%,75,71%,75,48%,54,40%,78,48%,62,41%,86,39%,80,40%
Mitchell Robinson,27.6,NYK,Big,836,19.5,94,69.4%,56,69%,100,100%,0,,100,100%,0,,0,,0,
Jeremiah Robinson-Earl,25.0,IND,Forward,276,16.3,6,41.8%,4,47%,51,40%,49,33%,49,38%,17,24%,0,27%,6,25%
Ryan Rollins,23.3,MIL,Point,1798,32.1,88,56.4%,50,61%,50,45%,38,38%,44,42%,64,41%,96,43%,98,43%
Rayan Rupert,21.4,POR,Wing,509,11.1,6,44.1%,9,53%,23,34%,11,0%,14,30%,2,21%,89,40%,22,31%
D'Angelo Russell,29.7,DAL,Combo,473,18.2,17,47.5%,46,62%,80,50%,67,45%,83,48%,0,13%,27,32%,12,29%
Domantas Sabonis,29.5,SAC,Big,562,29.6,43,55.4%,34,66%,53,45%,93,80%,67,48%,0,17%,2,19%,2,19%
Tidjane Salaun,20.2,CHA,Big,502,15.2,74,62.6%,60,70%,28,38%,0,,30,38%,89,48%,82,40%,89,42%
Kobe Sanders,23.4,LAC,Wing,946,20.6,50,53.5%,80,72%,30,37%,46,35%,26,36%,91,51%,33,32%,73,39%
Gui Santos,23.4,GSW,Wing,713,16.2,96,64.0%,87,75%,44,40%,94,100%,70,45%,79,46%,70,37%,82,40%
Ben Saraf,19.6,BKN,Point,352,15.3,4,38.2%,4,40%,19,36%,0,0%,15,33%,0,18%,24,29%,10,27%
Alexandre Sarr,20.5,WAS,Big,1154,28.2,26,53.0%,65,71%,32,40%,55,32%,33,39%,0,30%,45,34%,39,34%
Marcus Sasser,25.1,DET,Point,119,9.9,29,48.9%,19,50%,81,50%,10,17%,6,25%,0,40%,56,36%,61,37%
Baylor Scheierman,25.1,BOS,Wing,775,14.6,85,60.1%,65,68%,77,50%,94,71%,93,56%,99,57%,18,29%,79,40%
Dennis Schroder,32.1,CLE,Combo,234,23.4,2,41.1%,10,50%,41,40%,12,25%,30,37%,0,25%,10,27%,6,27%
Dennis Schroder,32.1,SAC,Point,1047,26.2,25,48.0%,33,58%,27,40%,50,42%,38,41%,89,48%,42,32%,43,35%
Alperen Sengun,23.3,HOU,Big,1719,33.7,20,51.8%,48,67%,48,44%,60,34%,44,42%,0,43%,23,29%,21,30%
Brice Sensabaugh,22.0,UTA,Wing,1200,21.4,59,54.4%,74,70%,81,51%,74,48%,81,50%,71,43%,30,32%,45,35%
Collin Sexton,26.8,CHI,Combo,168,21.0,45,51.3%,17,52%,80,50%,96,67%,96,54%,0,25%,78,38%,35,33%
Collin Sexton,26.8,CHA,Combo,916,21.8,78,55.7%,86,71%,35,38%,61,42%,36,39%,100,57%,59,36%,80,39%
Landry Shamet,28.6,NYK,Wing,760,21.7,84,60.0%,59,68%,2,17%,74,46%,16,32%,81,46%,68,37%,85,41%
Terrence Shannon Jr.,25.3,MIN,Wing,299,12.0,20,50.0%,19,59%,0,0%,11,0%,0,0%,15,29%,100,53%,87,42%
Day'Ron Sharpe,24.0,BKN,Big,999,17.5,68,60.5%,75,73%,39,41%,18,0%,35,40%,0,40%,0,9%,3,19%
Shaedon Sharpe,22.4,POR,Combo,1435,29.9,47,51.7%,81,70%,30,37%,37,36%,28,36%,52,40%,42,33%,43,34%
Jamal Shead,23.3,TOR,Combo,1289,21.9,11,46.1%,22,56%,20,35%,12,25%,23,34%,6,23%,53,35%,29,33%
Ben Sheppard,24.3,IND,Wing,1045,21.3,51,53.5%,18,58%,51,42%,54,40%,49,41%,56,40%,45,34%,50,36%
Reed Sheppard,21.4,HOU,Combo,1422,24.5,75,55.2%,19,55%,80,50%,47,38%,65,45%,98,56%,77,38%,87,40%
Pascal Siakam,31.6,IND,Big,1751,33.7,30,53.4%,50,68%,62,47%,60,34%,48,43%,82,47%,59,36%,64,38%
Anfernee Simons,26.4,CHI,Combo,170,28.4,66,53.8%,22,56%,99,85%,41,38%,100,67%,0,25%,35,33%,26,32%
Anfernee Simons,26.4,BOS,Combo,1175,24.0,80,55.7%,83,70%,89,51%,36,36%,64,45%,76,44%,85,39%,85,40%
K.J. Simpson,23.2,CHA,Point,212,15.2,8,40.9%,10,43%,13,30%,21,33%,13,30%,0,50%,13,27%,29,31%
Jericho Sims,27.0,MIL,Big,689,16.8,100,83.1%,99,84%,99,75%,0,,99,75%,0,,0,,0,
Javon Small,22.9,MEM,Combo,403,17.5,59,52.8%,63,66%,8,26%,49,40%,8,28%,0,56%,81,39%,88,41%
Marcus Smart,31.7,LAL,Wing,1354,28.2,20,50.0%,58,67%,39,39%,88,56%,56,42%,57,41%,20,29%,28,33%
Dru Smith,27.8,MIA,Point,948,16.9,21,46.7%,35,58%,23,37%,96,67%,23,38%,25,30%,24,29%,22,30%
Jalen Smith,25.6,CHI,Big,932,20.3,65,59.4%,41,66%,38,41%,45,25%,28,37%,51,38%,78,39%,75,39%
Jabari Smith Jr.,22.5,HOU,Forward,1984,34.8,69,54.8%,76,70%,90,50%,59,37%,84,45%,67,40%,73,35%,78,37%
Nick Smith Jr.,21.5,LAL,Combo,266,12.7,25,49.1%,67,67%,52,43%,20,30%,42,40%,0,13%,91,42%,70,37%
Jeremy Sochan,22.5,SAS,Big,327,13.7,37,54.2%,26,63%,92,60%,18,0%,87,53%,44,37%,0,15%,17,28%
Cam Spencer,25.6,MEM,Combo,1295,23.1,98,61.3%,48,62%,86,51%,81,48%,89,50%,89,48%,96,45%,96,45%
Pat Spencer,29.3,GSW,Wing,626,17.9,24,50.2%,28,61%,42,40%,64,44%,45,40%,24,33%,87,40%,67,38%
Isaiah Stewart,24.4,DET,Big,1093,22.8,62,59.1%,87,76%,38,41%,18,0%,35,40%,65,40%,11,25%,32,32%
Julian Strawther,23.5,DEN,Wing,501,14.3,70,56.3%,38,64%,82,51%,94,100%,87,52%,87,50%,17,29%,55,37%
Jalen Suggs,24.4,ORL,Combo,912,26.1,58,52.7%,65,66%,61,45%,89,56%,88,49%,58,41%,26,32%,35,33%
Jae'Sean Tate,30.0,HOU,Wing,221,7.9,71,56.6%,88,75%,27,36%,94,100%,40,40%,0,38%,0,20%,31,33%
Dalen Terry,23.3,CHI,Wing,346,10.8,55,54.0%,39,64%,9,27%,11,0%,6,25%,68,43%,13,28%,49,36%
Cameron Thomas,24.1,MIL,Combo,149,18.7,48,51.7%,67,67%,93,56%,57,41%,86,49%,0,33%,7,26%,11,29%
Cameron Thomas,24.1,BKN,Combo,576,24.0,13,46.4%,5,47%,72,48%,45,38%,58,44%,0,42%,25,32%,30,33%
